,客户编号,基金交易频率,最大交易金额,混合型占比,债券指数或债券型占比,货币型占比,股票指数或股票型占比,其他型占比,客户类别
78,78,2.75,5579.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
79,79,2.9,5590.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
80,80,2.75,5577.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
81,81,2.85,5556.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
82,82,2.75,5584.0,0.9272727272727272,0.03636363636363636,0.0,0.0,0.03636363636363636,0
83,83,2.7,5590.0,0.9629629629629629,0.018518518518518517,0.0,0.0,0.018518518518518517,0
84,84,2.9,5585.0,0.9310344827586207,0.017241379310344827,0.0,0.0,0.05172413793103448,0
85,85,2.65,5587.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
86,86,2.75,5591.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
87,87,2.85,5590.0,0.9824561403508771,0.017543859649122806,0.0,0.0,0.0,0
88,88,2.75,5581.0,0.8909090909090909,0.09090909090909091,0.0,0.0,0.01818181818181818,0
89,89,2.9,5585.0,1.0,0.0,0.0,0.0,0.0,0
90,90,2.85,5588.0,0.9473684210526315,0.03508771929824561,0.0,0.0,0.017543859649122806,0
91,91,2.8,5571.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
92,92,2.7,5546.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
93,93,2.7,5557.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
94,94,2.85,5591.0,0.9649122807017544,0.0,0.0,0.0,0.03508771929824561,0
95,95,2.75,5586.0,0.9454545454545454,0.05454545454545454,0.0,0.0,0.0,0
96,96,2.8,5548.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
97,97,2.75,5580.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
98,98,2.75,5582.0,0.9090909090909091,0.07272727272727272,0.0,0.0,0.01818181818181818,0
99,99,2.9,5591.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
100,100,2.65,5587.0,0.9245283018867925,0.05660377358490566,0.0,0.0,0.018867924528301886,0
101,101,2.85,5566.0,1.0,0.0,0.0,0.0,0.0,0
102,102,2.85,5585.0,0.9298245614035088,0.05263157894736842,0.0,0.0,0.017543859649122806,0
103,103,2.9,5589.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
104,104,2.7,5584.0,0.9074074074074074,0.09259259259259259,0.0,0.0,0.0,0
105,105,2.75,5550.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
106,106,2.9,5590.0,0.9310344827586207,0.05172413793103448,0.0,0.0,0.017241379310344827,0
107,107,2.7,5563.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
108,108,2.7,5591.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
109,109,2.9,5587.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
110,110,2.9,5549.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
111,111,2.85,5587.0,0.9298245614035088,0.05263157894736842,0.0,0.0,0.017543859649122806,0
112,112,2.7,5589.0,0.9259259259259259,0.037037037037037035,0.0,0.0,0.037037037037037035,0
113,113,2.8,5560.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
114,114,2.9,5585.0,0.9137931034482759,0.08620689655172414,0.0,0.0,0.0,0
115,115,2.75,5585.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
116,116,2.9,5587.0,0.9310344827586207,0.06896551724137931,0.0,0.0,0.0,0
117,117,2.75,5579.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
118,118,2.85,5493.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
119,119,2.9,5578.0,0.9827586206896551,0.0,0.0,0.0,0.017241379310344827,0
120,120,2.8,5591.0,0.9464285714285714,0.03571428571428571,0.0,0.0,0.017857142857142856,0
121,121,2.75,5589.0,0.9454545454545454,0.01818181818181818,0.0,0.0,0.03636363636363636,0
122,122,2.75,5558.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
123,123,2.9,5584.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
124,124,2.9,5573.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
125,125,2.8,5590.0,0.9285714285714286,0.05357142857142857,0.0,0.0,0.017857142857142856,0
126,126,2.75,5565.0,0.9272727272727272,0.01818181818181818,0.0,0.0,0.05454545454545454,0
127,127,2.65,5558.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0
128,128,2.75,5588.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
129,129,2.8,5589.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
130,130,2.65,5579.0,0.9245283018867925,0.07547169811320754,0.0,0.0,0.0,0
131,131,2.8,5563.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
132,132,2.8,5592.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
133,133,2.9,5567.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
134,134,2.65,5576.0,0.9056603773584906,0.05660377358490566,0.0,0.0,0.03773584905660377,0
135,135,2.65,5574.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
136,136,2.8,5583.0,0.9107142857142857,0.08928571428571429,0.0,0.0,0.0,0
137,137,2.8,5567.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
138,138,2.7,5574.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
139,139,2.75,5588.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
140,140,2.8,5591.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
141,141,2.75,5585.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
142,142,2.85,5540.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
143,143,2.7,5589.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
144,144,2.9,5567.0,0.9310344827586207,0.05172413793103448,0.0,0.0,0.017241379310344827,0
145,145,2.9,5589.0,0.9137931034482759,0.08620689655172414,0.0,0.0,0.0,0
146,146,2.75,5541.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
147,147,2.65,5545.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0
148,148,2.8,5564.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
149,149,2.75,5587.0,1.0,0.0,0.0,0.0,0.0,0
150,150,2.75,5559.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
151,151,2.75,5568.0,0.8909090909090909,0.09090909090909091,0.0,0.0,0.01818181818181818,0
152,152,2.7,5572.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
153,153,2.9,5581.0,0.9137931034482759,0.06896551724137931,0.0,0.0,0.017241379310344827,0
154,154,2.85,5575.0,0.9824561403508771,0.017543859649122806,0.0,0.0,0.0,0
155,155,2.65,5563.0,0.9245283018867925,0.07547169811320754,0.0,0.0,0.0,0
156,156,2.85,5585.0,0.9824561403508771,0.0,0.0,0.0,0.017543859649122806,0
157,157,2.75,5585.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
158,158,2.9,5589.0,0.9310344827586207,0.034482758620689655,0.0,0.0,0.034482758620689655,0
159,159,2.7,5579.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
160,160,2.75,5572.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
161,161,2.8,5592.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
162,162,2.7,5585.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
163,163,2.9,5590.0,1.0,0.0,0.0,0.0,0.0,0
164,164,2.9,5587.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
165,165,2.75,5577.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
166,166,2.8,5588.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
167,167,2.9,5579.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
168,168,2.75,5591.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
169,169,2.9,5565.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
170,170,2.9,5585.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
171,171,2.7,5585.0,1.0,0.0,0.0,0.0,0.0,0
172,172,2.8,5569.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
173,173,2.7,5591.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
174,174,2.85,5584.0,0.8947368421052632,0.08771929824561403,0.0,0.0,0.017543859649122806,0
175,175,2.75,5552.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
176,176,2.65,5576.0,0.9245283018867925,0.07547169811320754,0.0,0.0,0.0,0
177,177,2.85,5582.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
178,178,2.75,5588.0,0.9818181818181818,0.01818181818181818,0.0,0.0,0.0,0
179,179,2.75,5571.0,0.9272727272727272,0.03636363636363636,0.0,0.0,0.03636363636363636,0
180,180,2.9,5591.0,0.9482758620689655,0.034482758620689655,0.0,0.0,0.017241379310344827,0
181,181,2.85,5579.0,0.9824561403508771,0.017543859649122806,0.0,0.0,0.0,0
182,182,2.65,5591.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
183,183,2.7,5571.0,0.9074074074074074,0.05555555555555555,0.0,0.0,0.037037037037037035,0
184,184,2.7,5554.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
185,185,2.85,5527.0,0.8596491228070176,0.08771929824561403,0.0,0.0,0.05263157894736842,0
186,186,2.8,5590.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
187,187,2.7,5558.0,0.9629629629629629,0.018518518518518517,0.0,0.0,0.018518518518518517,0
188,188,2.75,5589.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
189,189,2.7,5520.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
190,190,2.9,5580.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0
191,191,2.75,5568.0,0.9454545454545454,0.05454545454545454,0.0,0.0,0.0,0
192,192,2.65,5574.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0
193,193,2.75,5581.0,0.9272727272727272,0.03636363636363636,0.0,0.0,0.03636363636363636,0
194,194,2.8,5546.0,1.0,0.0,0.0,0.0,0.0,0
195,195,2.8,5587.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
196,196,2.85,5587.0,0.9824561403508771,0.017543859649122806,0.0,0.0,0.0,0
197,197,2.75,5573.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
198,198,2.85,5567.0,1.0,0.0,0.0,0.0,0.0,0
199,199,2.8,5548.0,0.9464285714285714,0.017857142857142856,0.0,0.0,0.03571428571428571,0
200,200,2.9,5553.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
201,201,2.85,5591.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
202,202,2.9,5552.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
203,203,2.65,5583.0,0.9811320754716981,0.018867924528301886,0.0,0.0,0.0,0
204,204,2.7,5524.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
205,205,2.8,5577.0,0.9464285714285714,0.03571428571428571,0.0,0.0,0.017857142857142856,0
206,206,2.65,5589.0,0.9811320754716981,0.0,0.0,0.0,0.018867924528301886,0
207,207,2.7,5586.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
208,208,2.8,5565.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
209,209,2.75,5584.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0
210,210,2.85,5564.0,0.9473684210526315,0.017543859649122806,0.0,0.0,0.03508771929824561,0
211,211,2.9,5566.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
212,212,2.9,5562.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
213,213,2.9,5571.0,1.0,0.0,0.0,0.0,0.0,0
214,214,2.85,5587.0,0.9298245614035088,0.017543859649122806,0.0,0.0,0.05263157894736842,0
215,215,2.75,5589.0,0.9272727272727272,0.05454545454545454,0.0,0.0,0.01818181818181818,0
216,216,2.85,5592.0,0.9473684210526315,0.03508771929824561,0.0,0.0,0.017543859649122806,0
217,217,2.7,5581.0,0.9074074074074074,0.09259259259259259,0.0,0.0,0.0,0
218,218,2.75,5544.0,0.9636363636363636,0.01818181818181818,0.0,0.0,0.01818181818181818,0
219,219,2.7,5578.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
220,220,2.7,5586.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
221,221,2.7,5590.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
222,222,2.7,5551.0,0.9814814814814815,0.0,0.0,0.0,0.018518518518518517,0
223,223,2.65,5579.0,1.0,0.0,0.0,0.0,0.0,0
224,224,2.8,5590.0,0.9464285714285714,0.017857142857142856,0.0,0.0,0.03571428571428571,0
225,225,2.85,5580.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
226,226,2.75,5559.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0
227,227,2.7,5591.0,0.9259259259259259,0.05555555555555555,0.0,0.0,0.018518518518518517,0
228,228,2.8,5591.0,0.875,0.125,0.0,0.0,0.0,0
229,229,2.85,5590.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
230,230,2.85,5584.0,0.9298245614035088,0.05263157894736842,0.0,0.0,0.017543859649122806,0
231,231,2.65,5589.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
232,232,2.7,5577.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
233,233,2.65,5578.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
234,234,2.8,5588.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
235,235,2.9,5585.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
236,236,2.8,5581.0,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0
237,237,2.65,5579.0,0.9056603773584906,0.09433962264150944,0.0,0.0,0.0,0
238,238,2.9,5509.0,0.9310344827586207,0.05172413793103448,0.0,0.0,0.017241379310344827,0
239,239,2.7,5565.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
240,240,2.8,5590.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
241,241,2.8,5584.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0
242,242,2.8,5578.0,0.9107142857142857,0.07142857142857142,0.0,0.0,0.017857142857142856,0
243,243,2.9,5542.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
244,244,2.9,5574.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
245,245,2.75,5575.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
246,246,2.75,5587.0,0.9272727272727272,0.05454545454545454,0.0,0.0,0.01818181818181818,0
247,247,2.7,5575.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
248,248,2.7,5572.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
249,249,2.85,5546.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
250,250,2.7,5588.0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0
251,251,2.8,5584.0,0.9821428571428571,0.0,0.0,0.0,0.017857142857142856,0
252,252,2.7,5588.0,0.9814814814814815,0.018518518518518517,0.0,0.0,0.0,0
253,253,2.85,5591.0,1.0,0.0,0.0,0.0,0.0,0
254,254,2.9,5572.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
255,255,2.8,5570.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0
256,256,2.7,5560.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
257,257,2.9,5568.0,0.896551724137931,0.10344827586206896,0.0,0.0,0.0,0
258,258,2.8,5588.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
259,259,2.7,5583.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.0,0
260,260,2.9,5579.0,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0
261,261,2.85,5556.0,0.8947368421052632,0.07017543859649122,0.0,0.0,0.03508771929824561,0
262,262,2.85,5583.0,0.9649122807017544,0.017543859649122806,0.0,0.0,0.017543859649122806,0
263,263,2.85,5577.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
264,264,2.75,5580.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
265,265,2.85,5587.0,1.0,0.0,0.0,0.0,0.0,0
266,266,2.7,5548.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0
267,267,2.85,5577.0,0.9122807017543859,0.05263157894736842,0.0,0.0,0.03508771929824561,0
268,268,2.85,5590.0,1.0,0.0,0.0,0.0,0.0,0
269,269,2.8,5559.0,0.9285714285714286,0.03571428571428571,0.0,0.0,0.03571428571428571,0
270,270,2.75,5591.0,1.0,0.0,0.0,0.0,0.0,0
271,271,2.65,5576.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
272,272,2.9,5578.0,0.9137931034482759,0.05172413793103448,0.0,0.0,0.034482758620689655,0
273,273,2.75,5584.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
274,274,2.75,5576.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
275,275,2.7,5584.0,0.9444444444444444,0.037037037037037035,0.0,0.0,0.018518518518518517,0
276,276,2.8,5532.0,0.9642857142857143,0.017857142857142856,0.0,0.0,0.017857142857142856,0
277,277,2.9,5586.0,0.9655172413793104,0.017241379310344827,0.0,0.0,0.017241379310344827,0
278,278,2.8,5589.0,0.9464285714285714,0.03571428571428571,0.0,0.0,0.017857142857142856,0
279,279,2.65,5591.0,0.9622641509433962,0.03773584905660377,0.0,0.0,0.0,0
280,280,2.65,5576.0,0.9433962264150944,0.05660377358490566,0.0,0.0,0.0,0
281,281,2.85,5563.0,0.9122807017543859,0.07017543859649122,0.0,0.0,0.017543859649122806,0
282,282,2.8,5586.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
283,283,2.9,5570.0,0.9827586206896551,0.0,0.0,0.0,0.017241379310344827,0
284,284,2.75,5563.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
285,285,2.85,5590.0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.0,0
286,286,2.75,5590.0,1.0,0.0,0.0,0.0,0.0,0
287,287,2.85,5585.0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0
288,288,2.75,5573.0,0.9454545454545454,0.03636363636363636,0.0,0.0,0.01818181818181818,0
289,289,2.65,5589.0,0.9245283018867925,0.05660377358490566,0.0,0.0,0.018867924528301886,0
290,290,2.65,5591.0,0.9245283018867925,0.07547169811320754,0.0,0.0,0.0,0
291,291,2.9,5588.0,0.9137931034482759,0.05172413793103448,0.0,0.0,0.034482758620689655,0
292,292,2.8,5583.0,0.9464285714285714,0.03571428571428571,0.0,0.0,0.017857142857142856,0
293,293,2.8,5575.0,0.9464285714285714,0.05357142857142857,0.0,0.0,0.0,0
294,294,2.8,5589.0,0.9107142857142857,0.08928571428571429,0.0,0.0,0.0,0
295,295,2.95,5589.0,0.9491525423728814,0.03389830508474576,0.0,0.0,0.01694915254237288,0
296,296,2.8,5585.0,0.9821428571428571,0.017857142857142856,0.0,0.0,0.0,0
297,297,2.75,5590.0,0.9272727272727272,0.07272727272727272,0.0,0.0,0.0,0
298,298,2.9,5575.0,0.9482758620689655,0.05172413793103448,0.0,0.0,0.0,0
299,299,2.65,5577.0,0.9622641509433962,0.018867924528301886,0.0,0.0,0.018867924528301886,0
