,客户编号,交易时间,交易金额,基金类型,基金编号
105,8395,2016-04-27 10:25:09,9638,混合型,6104.0
106,8395,2016-04-27 10:25:09,9676,债券型,3384.0
107,8395,2016-04-07 10:25:09,10197,混合型,270008.0
108,8395,2016-04-27 10:25:09,9917,债券型,4825.0
109,8395,2016-04-07 10:25:09,9133,债券型,6320.0
110,8395,2016-04-27 10:25:09,9373,债券型,163811.0
111,8395,2016-04-27 10:25:09,9975,混合型,2629.0
112,8395,2016-04-07 10:25:09,9426,混合型,522.0
113,8395,2016-04-27 10:25:09,10058,债券型,3221.0
114,8396,2016-04-07 10:25:09,8953,混合型,1318.0
115,8396,2016-04-07 10:25:09,8972,债券型,3395.0
116,8396,2016-04-27 10:25:09,9250,混合型,698.0
117,8396,2016-04-07 10:25:09,9568,债券型,690006.0
118,8396,2016-04-07 10:25:09,9456,混合型,1904.0
119,8396,2016-04-07 10:25:09,9956,混合型,20018.0
120,8396,2016-04-07 10:25:09,10215,混合型,2152.0
121,8396,2016-04-27 10:25:09,8812,混合型,2317.0
122,8396,2016-04-27 10:25:09,8916,混合型,202009.0
123,8396,2016-04-07 10:25:09,10469,混合型,1419.0
124,8396,2016-04-27 10:25:09,9865,债券型,889.0
125,8396,2016-04-07 10:25:09,10382,混合型,2616.0
126,8396,2016-04-27 10:25:09,10212,债券型,1963.0
127,8396,2016-04-27 10:25:09,9158,债券型,253061.0
128,8396,2016-04-27 10:25:09,10460,混合型,379010.0
129,8396,2016-04-27 10:25:09,10146,混合型,3096.0
130,8396,2016-04-07 10:25:09,9229,债券型,5077.0
131,8396,2016-04-27 10:25:09,10668,债券型,4470.0
132,8396,2016-04-07 10:25:09,9251,债券型,4124.0
133,8396,2016-04-07 10:25:09,10374,债券型,20034.0
134,8396,2016-04-07 10:25:09,10517,债券型,164808.0
135,8396,2016-04-07 10:25:09,9015,债券型,3254.0
136,8396,2016-04-07 10:25:09,9278,混合型,2617.0
137,8396,2016-04-27 10:25:09,9313,混合型,2804.0
138,8396,2016-04-07 10:25:09,9707,债券指数,3933.0
139,8396,2016-04-07 10:25:09,10042,债券型,3290.0
140,8396,2016-04-27 10:25:09,10115,混合型,3477.0
141,8396,2016-04-27 10:25:09,10442,债券型,3656.0
142,8396,2016-04-27 10:25:09,10014,混合型,1119.0
143,8396,2016-04-07 10:25:09,10219,债券型,3619.0
144,8396,2016-04-07 10:25:09,10325,债券型,6070.0
145,8396,2016-04-27 10:25:09,10424,债券型,3.0
146,8396,2016-04-07 10:25:09,9024,债券型,70020.0
147,8396,2016-04-27 10:25:09,10533,混合型,233009.0
148,8396,2016-04-27 10:25:09,9262,债券型,5872.0
149,8396,2016-04-07 10:25:09,8950,债券型,371020.0
150,8396,2016-04-27 10:25:09,9977,债券型,4601.0
151,8396,2016-04-27 10:25:09,9355,混合型,80007.0
152,8396,2016-04-27 10:25:09,10568,债券型,100037.0
153,8397,2016-04-07 10:25:09,10017,债券型,4246.0
154,8397,2016-04-27 10:25:09,10047,债券型,334.0
155,8397,2016-04-27 10:25:09,9407,债券型,810.0
156,8397,2016-04-07 10:25:09,10520,债券型,3401.0
157,8397,2016-04-27 10:25:09,10711,债券指数,3988.0
158,8397,2016-04-07 10:25:09,10471,混合型,519769.0
159,8397,2016-04-27 10:25:09,8884,混合型,2149.0
160,8397,2016-04-07 10:25:09,9844,债券型,104.0
161,8397,2016-04-07 10:25:09,9816,债券型,4333.0
162,8397,2016-04-27 10:25:09,9730,债券型,290003.0
163,8397,2016-04-27 10:25:09,9167,债券型,6660.0
164,8397,2016-04-27 10:25:09,9814,债券型,5173.0
165,8397,2016-04-27 10:25:09,9159,债券型,420102.0
166,8397,2016-04-07 10:25:09,9326,债券型,186.0
167,8397,2016-04-27 10:25:09,10462,债券型,4464.0
168,8397,2016-04-27 10:25:09,10091,债券型,519631.0
169,8397,2016-04-27 10:25:09,9949,债券型,876.0
170,8397,2016-04-27 10:25:09,9345,债券型,50116.0
171,8397,2016-04-07 10:25:09,10571,债券型,6436.0
172,8397,2016-04-27 10:25:09,10180,混合型,2594.0
173,8397,2016-04-27 10:25:09,9802,债券指数,6492.0
174,8397,2016-04-07 10:25:09,9564,混合型,5739.0
175,8397,2016-04-27 10:25:09,10601,混合型,210002.0
176,8397,2016-04-07 10:25:09,10409,债券型,3457.0
177,8397,2016-04-27 10:25:09,10740,债券型,360008.0
178,8397,2016-04-07 10:25:09,10352,混合型,3586.0
179,8397,2016-04-07 10:25:09,8995,债券型,206.0
180,8397,2016-04-27 10:25:09,8836,债券型,160608.0
181,8397,2016-04-07 10:25:09,10685,混合型,519212.0
182,8397,2016-04-07 10:25:09,8983,债券型,5173.0
183,8397,2016-04-27 10:25:09,10600,债券型,40022.0
184,8397,2016-04-27 10:25:09,10137,债券型,6630.0
185,8397,2016-04-27 10:25:09,9723,混合型,1069.0
186,8397,2016-04-27 10:25:09,10231,债券型,2866.0
187,8397,2016-04-27 10:25:09,9409,混合型,2011.0
188,8397,2016-04-27 10:25:09,9405,债券型,6559.0
189,8397,2016-04-07 10:25:09,9125,混合型,4228.0
190,8397,2016-04-27 10:25:09,9210,混合型,6512.0
191,8398,2016-04-07 10:25:09,9534,债券型,180026.0
192,8398,2016-04-07 10:25:09,10317,混合型,1602.0
193,8398,2016-04-27 10:25:09,10304,债券型,470010.0
194,8398,2016-04-27 10:25:09,9134,债券型,4952.0
195,8398,2016-04-07 10:25:09,10062,债券型,4090.0
196,8398,2016-04-27 10:25:09,10110,债券型,6576.0
197,8398,2016-04-07 10:25:09,9061,混合型,5049.0
198,8398,2016-04-27 10:25:09,10336,债券型,6409.0
199,8398,2016-04-07 10:25:09,10571,债券型,5158.0
200,8398,2016-04-27 10:25:09,9569,混合型,5139.0
201,8398,2016-04-27 10:25:09,9750,混合型,1898.0
202,8398,2016-04-27 10:25:09,9783,债券型,253060.0
203,8398,2016-04-27 10:25:09,8969,混合型,202001.0
204,8398,2016-04-27 10:25:09,9326,债券型,5677.0
205,8398,2016-04-07 10:25:09,8904,混合型,2173.0
206,8398,2016-04-27 10:25:09,10370,债券型,4808.0
207,8398,2016-04-07 10:25:09,10638,债券型,5024.0
208,8398,2016-04-07 10:25:09,9688,债券型,6421.0
209,8398,2016-04-27 10:25:09,10122,混合型,1370.0
210,8398,2016-04-27 10:25:09,9535,债券型,110053.0
211,8398,2016-04-07 10:25:09,9135,债券指数,3990.0
212,8398,2016-04-07 10:25:09,9424,债券型,3459.0
213,8398,2016-04-27 10:25:09,8870,混合型,4497.0
214,8398,2016-04-27 10:25:09,10467,债券型,48.0
215,8398,2016-04-27 10:25:09,8985,混合型,6007.0
216,8398,2016-04-07 10:25:09,9916,债券型,2818.0
217,8398,2016-04-07 10:25:09,9209,债券型,6135.0
218,8398,2016-04-27 10:25:09,8895,债券型,5093.0
219,8398,2016-04-27 10:25:09,9247,混合型,1901.0
220,8398,2016-04-27 10:25:09,9108,债券型,3571.0
221,8398,2016-04-07 10:25:09,9729,债券型,2711.0
222,8398,2016-04-07 10:25:09,8841,混合型,4375.0
223,8398,2016-04-27 10:25:09,10126,混合型,50001.0
224,8398,2016-04-07 10:25:09,9721,债券型,270048.0
225,8398,2016-04-07 10:25:09,10513,债券型,161614.0
226,8398,2016-04-07 10:25:09,10073,混合型,6225.0
227,8398,2016-04-07 10:25:09,9078,混合型,519618.0
228,8398,2016-04-07 10:25:09,9669,债券型,2280.0
229,8399,2016-04-27 10:25:09,8945,混合型,4966.0
230,8399,2016-04-07 10:25:09,9952,混合型,4076.0
231,8399,2016-04-07 10:25:09,10298,混合型,1633.0
232,8399,2016-04-07 10:25:09,10298,债券型,519762.0
233,8399,2016-04-07 10:25:09,10583,债券型,166012.0
234,8399,2016-04-07 10:25:09,9857,混合型,690001.0
235,8399,2016-04-27 10:25:09,9774,债券型,6423.0
236,8399,2016-04-07 10:25:09,10357,债券型,40013.0
237,8399,2016-04-07 10:25:09,8825,混合型,2222.0
238,8399,2016-04-07 10:25:09,9555,债券型,4267.0
239,8399,2016-04-27 10:25:09,10268,债券型,253020.0
240,8399,2016-04-07 10:25:09,10578,债券型,2632.0
241,8399,2016-04-07 10:25:09,9029,债券型,2275.0
242,8399,2016-04-07 10:25:09,9779,债券型,4230.0
243,8399,2016-04-07 10:25:09,9814,混合型,5603.0
244,8399,2016-04-27 10:25:09,10002,债券型,3384.0
245,8399,2016-04-07 10:25:09,10328,混合型,519224.0
246,8399,2016-04-27 10:25:09,9589,混合型,5453.0
247,8399,2016-04-27 10:25:09,9564,债券型,2723.0
248,8399,2016-04-07 10:25:09,10603,债券型,206015.0
249,8399,2016-04-27 10:25:09,10582,债券型,4136.0
250,8399,2016-04-07 10:25:09,9541,债券型,6515.0
251,8399,2016-04-07 10:25:09,10473,混合型,519197.0
252,8399,2016-04-27 10:25:09,10002,混合型,487016.0
253,8399,2016-04-07 10:25:09,10527,混合型,5082.0
254,8399,2016-04-27 10:25:09,9127,混合型,398021.0
255,8399,2016-04-27 10:25:09,9112,债券型,6057.0
256,8399,2016-04-07 10:25:09,9210,混合型,2331.0
257,8399,2016-04-07 10:25:09,10675,债券型,233005.0
258,8399,2016-04-27 10:25:09,8999,债券型,3643.0
259,8399,2016-04-27 10:25:09,9929,债券型,5931.0
260,8399,2016-04-07 10:25:09,8953,债券型,2817.0
261,8399,2016-04-27 10:25:09,8934,债券型,5213.0
262,8399,2016-04-27 10:25:09,9842,债券型,531008.0
263,8399,2016-04-07 10:25:09,9378,混合型,1256.0
264,8399,2016-04-27 10:25:09,9956,混合型,3293.0
265,8399,2016-04-27 10:25:09,9667,债券型,5480.0
266,8400,2016-04-27 10:25:09,10360,债券型,3401.0
267,8400,2016-04-07 10:25:09,9367,债券型,655.0
268,8400,2016-04-07 10:25:09,10259,债券型,5793.0
269,8400,2016-04-27 10:25:09,10516,债券型,997.0
270,8400,2016-04-27 10:25:09,9816,债券型,5717.0
271,8400,2016-04-07 10:25:09,8873,债券型,944.0
272,8400,2016-04-07 10:25:09,10181,债券型,5931.0
273,8400,2016-04-07 10:25:09,10735,混合型,673040.0
274,8400,2016-04-07 10:25:09,8980,债券型,5200.0
275,8400,2016-04-07 10:25:09,9537,混合型,519755.0
276,8400,2016-04-07 10:25:09,10102,债券型,519977.0
277,8400,2016-04-07 10:25:09,9815,债券型,519112.0
278,8400,2016-04-07 10:25:09,9915,债券型,519206.0
279,8400,2016-04-07 10:25:09,8924,债券型,5346.0
280,8400,2016-04-07 10:25:09,8958,债券型,5469.0
281,8400,2016-04-07 10:25:09,8875,债券型,2638.0
282,8400,2016-04-07 10:25:09,8839,债券型,958.0
283,8400,2016-04-07 10:25:09,9056,债券型,1779.0
284,8400,2016-04-07 10:25:09,8938,混合型,6462.0
285,8400,2016-04-27 10:25:09,9803,混合型,4720.0
286,8400,2016-04-27 10:25:09,8870,债券型,4952.0
287,8400,2016-04-27 10:25:09,9327,债券型,3732.0
288,8400,2016-04-07 10:25:09,9650,混合型,1667.0
289,8400,2016-04-27 10:25:09,9305,债券型,501106.0
290,8400,2016-04-07 10:25:09,10696,混合型,2668.0
291,8400,2016-04-07 10:25:09,10283,债券型,270009.0
292,8400,2016-04-27 10:25:09,9181,债券型,6684.0
293,8400,2016-04-27 10:25:09,10232,债券型,519669.0
294,8400,2016-04-07 10:25:09,9204,债券型,2586.0
295,8400,2016-04-27 10:25:09,9917,混合型,2027.0
296,8400,2016-04-07 10:25:09,9941,债券型,516.0
297,8400,2016-04-07 10:25:09,9785,债券型,6518.0
298,8400,2016-04-27 10:25:09,8911,混合型,1143.0
299,8400,2016-04-27 10:25:09,9179,债券型,5047.0
300,8400,2016-04-27 10:25:09,9531,债券型,3824.0
301,8400,2016-04-07 10:25:09,10434,债券型,669.0
302,8401,2016-04-27 10:25:09,9715,债券型,890.0
303,8401,2016-04-27 10:25:09,9615,混合型,1620.0
304,8401,2016-04-07 10:25:09,9006,债券型,2720.0
305,8401,2016-04-27 10:25:09,10747,混合型,519126.0
306,8401,2016-04-27 10:25:09,10514,债券型,5992.0
307,8401,2016-04-27 10:25:09,8794,混合型,5358.0
308,8401,2016-04-27 10:25:09,10075,债券型,4400.0
309,8401,2016-04-27 10:25:09,9035,混合型,3587.0
310,8401,2016-04-27 10:25:09,8937,债券型,160612.0
311,8401,2016-04-07 10:25:09,9756,混合型,673030.0
312,8401,2016-04-07 10:25:09,10613,债券型,737.0
313,8401,2016-04-07 10:25:09,9785,债券型,160514.0
314,8401,2016-04-27 10:25:09,9742,债券型,6185.0
315,8401,2016-04-07 10:25:09,9012,混合型,210011.0
316,8401,2016-04-07 10:25:09,9374,债券型,5670.0
317,8401,2016-04-27 10:25:09,9862,债券型,2355.0
318,8401,2016-04-07 10:25:09,8860,混合型,2728.0
319,8401,2016-04-27 10:25:09,9618,债券型,2488.0
320,8401,2016-04-27 10:25:09,10050,混合型,5701.0
321,8401,2016-04-07 10:25:09,9883,债券型,3204.0
322,8401,2016-04-27 10:25:09,10408,混合型,4209.0
323,8401,2016-04-07 10:25:09,9538,混合型,2227.0
324,8401,2016-04-07 10:25:09,10650,债券型,501106.0
325,8401,2016-04-07 10:25:09,8798,混合型,2106.0
326,8401,2016-04-27 10:25:09,9951,债券型,5723.0
327,8401,2016-04-27 10:25:09,9256,混合型,5351.0
328,8401,2016-04-27 10:25:09,10375,债券型,270030.0
329,8401,2016-04-27 10:25:09,9627,债券型,4825.0
330,8401,2016-04-27 10:25:09,10486,混合型,5198.0
331,8401,2016-04-27 10:25:09,9903,债券型,5361.0
332,8401,2016-04-07 10:25:09,9070,债券型,70009.0
333,8401,2016-04-27 10:25:09,9037,债券型,1989.0
334,8401,2016-04-07 10:25:09,9067,混合型,168106.0
335,8401,2016-04-27 10:25:09,9460,债券型,4893.0
336,8401,2016-04-27 10:25:09,8985,债券型,6618.0
337,8401,2016-04-07 10:25:09,9432,混合型,165317.0
338,8401,2016-04-27 10:25:09,10205,债券型,377.0
339,8402,2016-04-27 10:25:09,9174,债券型,185.0
340,8402,2016-04-27 10:25:09,8802,债券型,4586.0
341,8402,2016-04-07 10:25:09,10048,债券型,4222.0
342,8402,2016-04-07 10:25:09,9405,债券型,161115.0
343,8402,2016-04-27 10:25:09,9863,混合型,710001.0
344,8402,2016-04-27 10:25:09,9783,债券型,3207.0
345,8402,2016-04-27 10:25:09,10543,混合型,2054.0
346,8402,2016-04-27 10:25:09,8877,债券型,2344.0
347,8402,2016-04-07 10:25:09,10569,债券型,2785.0
348,8402,2016-04-27 10:25:09,10322,债券型,519519.0
349,8402,2016-04-27 10:25:09,9449,债券型,2807.0
350,8402,2016-04-27 10:25:09,9579,混合型,519647.0
351,8402,2016-04-07 10:25:09,9242,债券型,147.0
352,8402,2016-04-07 10:25:09,10664,债券型,6325.0
353,8402,2016-04-07 10:25:09,9430,债券型,750003.0
354,8402,2016-04-27 10:25:09,10611,混合型,519752.0
355,8402,2016-04-27 10:25:09,10328,债券型,1868.0
356,8402,2016-04-07 10:25:09,10275,混合型,40020.0
357,8402,2016-04-07 10:25:09,9306,混合型,400001.0
358,8402,2016-04-27 10:25:09,10709,混合型,1067.0
359,8402,2016-04-27 10:25:09,10698,债券型,1784.0
360,8402,2016-04-07 10:25:09,8926,债券型,3195.0
361,8402,2016-04-07 10:25:09,9460,债券型,3146.0
362,8402,2016-04-27 10:25:09,10074,债券型,1868.0
363,8402,2016-04-07 10:25:09,8951,混合型,199.0
364,8402,2016-04-27 10:25:09,10584,债券型,4307.0
365,8402,2016-04-27 10:25:09,9893,债券型,5645.0
366,8402,2016-04-27 10:25:09,8899,债券型,710301.0
367,8402,2016-04-27 10:25:09,10698,债券型,6585.0
368,8402,2016-04-07 10:25:09,9342,债券型,3723.0
369,8402,2016-04-27 10:25:09,8809,混合型,2281.0
370,8402,2016-04-27 10:25:09,9977,债券型,2684.0
371,8402,2016-04-07 10:25:09,8997,混合型,2027.0
372,8402,2016-04-07 10:25:09,8861,债券型,3425.0
373,8402,2016-04-27 10:25:09,9384,混合型,3755.0
374,8402,2016-04-27 10:25:09,9328,债券型,6403.0
375,8402,2016-04-07 10:25:09,9392,债券型,1001.0
376,8402,2016-04-27 10:25:09,8953,债券型,5559.0
377,8402,2016-04-27 10:25:09,9189,混合型,2502.0
378,8402,2016-04-27 10:25:09,9249,混合型,2384.0
379,8403,2016-04-07 10:25:09,9400,混合型,6386.0
380,8403,2016-04-07 10:25:09,9600,债券型,896.0
381,8403,2016-04-07 10:25:09,10425,债券型,166008.0
382,8403,2016-04-07 10:25:09,9649,混合型,4332.0
383,8403,2016-04-07 10:25:09,10135,债券型,4923.0
384,8403,2016-04-07 10:25:09,9929,债券型,5723.0
385,8403,2016-04-27 10:25:09,10098,债券型,6074.0
386,8403,2016-04-07 10:25:09,9410,债券型,5047.0
387,8403,2016-04-07 10:25:09,10682,债券型,1776.0
388,8403,2016-04-27 10:25:09,9539,混合型,496.0
389,8403,2016-04-07 10:25:09,10051,混合型,450007.0
390,8403,2016-04-27 10:25:09,9644,混合型,730001.0
391,8403,2016-04-07 10:25:09,10228,混合型,3208.0
392,8403,2016-04-07 10:25:09,10217,混合型,5730.0
393,8403,2016-04-07 10:25:09,10368,债券型,5315.0
394,8403,2016-04-27 10:25:09,10366,债券型,675083.0
395,8403,2016-04-07 10:25:09,9661,债券型,5093.0
396,8403,2016-04-07 10:25:09,9791,债券型,2336.0
397,8403,2016-04-27 10:25:09,10683,债券型,68.0
398,8403,2016-04-27 10:25:09,10366,债券型,6064.0
399,8403,2016-04-07 10:25:09,10456,混合型,162209.0
400,8403,2016-04-27 10:25:09,8892,混合型,1665.0
401,8403,2016-04-07 10:25:09,9849,债券型,675091.0
402,8403,2016-04-07 10:25:09,9924,债券型,3832.0
403,8403,2016-04-27 10:25:09,9891,混合型,2360.0
404,8403,2016-04-07 10:25:09,9306,混合型,3805.0
405,8403,2016-04-27 10:25:09,10318,债券型,6443.0
406,8403,2016-04-07 10:25:09,8919,混合型,1924.0
407,8403,2016-04-27 10:25:09,9854,债券型,84.0
408,8403,2016-04-07 10:25:09,9658,债券型,6488.0
409,8403,2016-04-07 10:25:09,9036,债券型,163816.0
410,8403,2016-04-07 10:25:09,9678,混合型,1433.0
411,8403,2016-04-27 10:25:09,8862,债券型,675161.0
412,8403,2016-04-07 10:25:09,9045,混合型,121005.0
413,8403,2016-04-07 10:25:09,9952,债券型,213007.0
414,8403,2016-04-27 10:25:09,9666,混合型,2989.0
415,8403,2016-04-27 10:25:09,10434,混合型,2628.0
416,8403,2016-04-07 10:25:09,10486,混合型,5833.0
417,8403,2016-04-07 10:25:09,9125,债券指数,6491.0
418,8404,2016-04-07 10:25:09,9913,债券型,2548.0
419,8404,2016-04-27 10:25:09,9744,债券型,1087.0
420,8404,2016-04-27 10:25:09,9298,混合型,601.0
421,8404,2016-04-27 10:25:09,10025,混合型,5111.0
422,8404,2016-04-27 10:25:09,9046,债券型,6077.0
423,8404,2016-04-27 10:25:09,9842,混合型,233007.0
424,8404,2016-04-27 10:25:09,10455,债券型,6047.0
425,8404,2016-04-07 10:25:09,9070,债券型,2965.0
426,8404,2016-04-27 10:25:09,9231,债券型,350006.0
427,8404,2016-04-27 10:25:09,9993,债券型,736.0
428,8404,2016-04-27 10:25:09,10353,债券型,270009.0
429,8404,2016-04-07 10:25:09,10432,混合型,3882.0
430,8404,2016-04-27 10:25:09,10425,混合型,2192.0
431,8404,2016-04-07 10:25:09,10567,债券型,485007.0
432,8404,2016-04-07 10:25:09,9494,债券型,16.0
433,8404,2016-04-07 10:25:09,9453,混合型,70017.0
434,8404,2016-04-07 10:25:09,10091,债券型,90017.0
435,8404,2016-04-27 10:25:09,9010,混合型,1335.0
436,8404,2016-04-27 10:25:09,9058,债券型,6120.0
437,8404,2016-04-27 10:25:09,10180,债券型,6180.0
438,8404,2016-04-27 10:25:09,9993,债券型,3394.0
439,8404,2016-04-07 10:25:09,9914,债券型,320004.0
440,8404,2016-04-07 10:25:09,9223,债券型,4458.0
441,8404,2016-04-27 10:25:09,9640,债券型,3590.0
442,8404,2016-04-07 10:25:09,9197,混合型,6025.0
443,8404,2016-04-27 10:25:09,9621,债券型,161019.0
444,8404,2016-04-27 10:25:09,9697,债券型,6091.0
445,8404,2016-04-27 10:25:09,10420,债券型,5908.0
446,8404,2016-04-27 10:25:09,9887,债券型,3167.0
447,8404,2016-04-27 10:25:09,9885,债券型,4441.0
448,8404,2016-04-27 10:25:09,9640,混合型,4481.0
449,8404,2016-04-27 10:25:09,8899,债券型,3394.0
450,8404,2016-04-07 10:25:09,9545,债券型,4052.0
451,8404,2016-04-07 10:25:09,9498,混合型,161606.0
452,8404,2016-04-07 10:25:09,9379,债券型,6140.0
453,8404,2016-04-27 10:25:09,9881,债券型,5213.0
454,8404,2016-04-27 10:25:09,9272,债券型,2280.0
455,8404,2016-04-07 10:25:09,9416,混合型,450007.0
456,8405,2016-04-27 10:25:09,10602,混合型,2446.0
457,8405,2016-04-27 10:25:09,10568,混合型,4905.0
458,8405,2016-04-27 10:25:09,9251,债券型,519726.0
459,8405,2016-04-07 10:25:09,9385,债券型,334.0
460,8405,2016-04-07 10:25:09,9057,债券型,3510.0
461,8405,2016-04-27 10:25:09,9166,债券型,2474.0
462,8405,2016-04-27 10:25:09,9700,债券型,182.0
463,8405,2016-04-27 10:25:09,9766,债券型,70038.0
464,8405,2016-04-07 10:25:09,10657,债券型,6325.0
465,8405,2016-04-27 10:25:09,9213,债券型,253.0
