,User,FundCode,Point,Type
180,8,195,1.0864317270291994,C2
181,8,327,1.0767942770811465,C2
182,8,367,1.0376503747738286,C2
183,8,1178,1.0470253041845108,C2
184,8,136,1.0229908320213665,C2
185,8,215,1.036471404882769,C2
186,8,83,1.0398351408276933,C2
187,8,3233,1.044511296730569,C2
188,8,398,1.036701898525128,C2
189,8,17,1.0381350161653715,C2
190,8,696,1.0428753743880932,C2
191,8,56,1.0474515593515743,C2
192,9,3069,1.0512646996343094,C1
193,9,925,1.0186393431635334,C1
194,9,1070,1.0334570960417013,C1
195,9,2595,1.056192510660024,C1
196,9,1707,1.0205578489927276,C1
197,9,1685,1.02062175884714,C1
198,9,3416,1.0193783545927604,C1
199,9,2229,1.0256046587272036,C1
200,9,1042,1.0482075530335722,C1
201,9,1764,1.023432046716635,C1
202,9,471,1.0178999711787864,C1
203,9,1313,1.029748349983526,C1
204,9,2872,1.034018985838443,C1
205,9,1672,1.0324301056955343,C1
206,9,756,1.0343195675178478,C1
207,9,1645,1.0187318565684198,C1
208,9,1167,1.0320458666307288,C1
209,9,1050,1.0224643623805547,C1
210,9,3622,1.0209036147843646,C1
211,9,2300,1.0188868336748573,C1
212,9,996,1.0257565237610395,C1
213,9,1409,1.019656266446699,C1
214,9,1097,1.0220522405861765,C1
215,9,3312,1.0251546939819778,C1
216,9,1956,1.018922687705048,C1
217,10,1725,1.0201299058109408,C1
218,10,1193,1.0482179430135083,C1
219,10,1825,1.0424507810586092,C1
220,10,893,1.0272431150563202,C1
221,10,1162,1.020594561451812,C1
222,10,1186,1.0166329303975836,C1
223,10,577,1.0225944478902982,C1
224,10,1790,1.0243906222917945,C1
225,10,1054,1.0249273102431975,C1
226,10,974,1.0195702172682148,C1
227,10,1188,1.015952816027542,C1
228,10,3191,1.0220857772887153,C1
229,10,3054,1.0182098621985596,C1
230,10,1685,1.0272800663952095,C1
231,10,1579,1.029471305955806,C1
232,10,688,1.0240004914986671,C1
233,10,219,1.0219242880979718,C1
234,10,1637,1.0168530688042803,C1
235,10,1476,1.0195258256594104,C1
236,10,1766,1.0248287265603557,C1
237,10,1717,1.0281948525449918,C1
238,10,1195,1.0174006386298053,C1
239,10,1409,1.0189808109971819,C1
240,10,3299,1.0188397506581193,C1
241,10,1719,1.024122471275303,C1
242,10,1028,1.044550712281841,C1
243,10,1764,1.0280033076580788,C1
244,10,1072,1.0225240121802395,C1
245,11,513,1.0445905584286659,C1
246,11,3191,1.0260089306667535,C1
247,11,2980,1.0146891194665864,C1
248,11,1473,1.0221867196111982,C1
249,11,1208,1.0276293593340913,C1
250,11,1043,1.0189630593563634,C1
251,11,3622,1.0266281899935006,C1
252,11,3312,1.0214687502085562,C1
253,11,1877,1.0202057812373273,C1
254,11,780,1.0283872570942765,C1
255,11,2872,1.0248157354938576,C1
256,11,1,1.0291486161874688,C1
257,11,1714,1.0224279552477373,C1
258,11,1643,1.0283747900652755,C1
259,11,955,1.0150029883046239,C1
260,11,1651,1.0274821429155658,C1
261,11,2871,1.0172387934597127,C1
262,11,398,1.0200098792244585,C1
263,11,1104,1.023673937718361,C1
264,11,867,1.0274537179145835,C1
265,11,696,1.0288084358669345,C1
266,11,1616,1.0252337339788942,C1
267,11,1193,1.0147829101021295,C1
268,11,1677,1.0244297018312478,C1
269,11,688,1.0237940267361876,C1
270,11,913,1.0484128584390267,C1
271,11,1638,1.0195889794084683,C1
272,11,3190,1.0180475475539883,C1
273,12,83,1.034116534457657,C3
274,12,66,1.0214677800260539,C3
275,12,172,1.0315818090229265,C3
276,12,916,1.047381738444188,C3
277,12,1245,1.0447556704864012,C3
278,12,263,1.051181497535118,C3
279,12,780,1.0356798527980757,C3
280,12,3191,1.086278740034643,C3
281,12,127,1.0479984960294453,C3
282,12,259,1.040931793747325,C3
283,12,363,1.0416904694207683,C3
284,12,1404,1.0222850966405295,C3
285,12,339,1.0377421902398543,C3
286,12,242,1.0421088427777128,C3
287,12,314,1.0221531787981464,C3
288,12,1193,1.0216944242388692,C3
289,12,1707,1.0276003451563842,C3
290,12,707,1.03316627801356,C3
291,13,2334,1.0414124355870515,C1
292,13,1521,1.02738132348887,C1
293,13,1245,1.0226287432383308,C1
294,13,1496,1.0285257126550922,C1
295,13,1692,1.021813496607189,C1
296,13,309,1.018206364662229,C1
297,13,1637,1.0226218572919463,C1
298,13,1028,1.0191884437900158,C1
299,13,1158,1.0460970342334477,C1
300,13,996,1.026184034631111,C1
301,13,2980,1.0168118679344968,C1
302,13,2871,1.0205572959276983,C1
303,13,82,1.034197484791467,C1
304,13,1707,1.0235574598076127,C1
305,13,577,1.0273408388772285,C1
306,13,985,1.0210542232465274,C1
307,13,778,1.022100705346401,C1
308,13,916,1.0158197952977415,C1
309,13,586,1.0302607285859011,C1
310,13,746,1.024383590107632,C1
311,13,63,1.026578802294354,C1
312,13,925,1.0291093098148976,C1
313,13,1009,1.0234729771578264,C1
314,13,1044,1.0163428564693797,C1
315,13,1404,1.0272792540559719,C1
316,13,803,1.0212622818170622,C1
317,13,831,1.0180274553044337,C1
318,13,1104,1.0174294706715488,C1
319,14,21,1.030982722961188,C3
320,14,1,1.0308813534635497,C3
321,14,294,1.0882106403759064,C3
322,14,31,1.031087049057763,C3
323,14,20,1.0318687636906307,C3
324,14,398,1.024766385705755,C3
325,14,913,1.052054768534614,C3
326,14,577,1.0249442799084099,C3
327,14,121,1.0340373471929032,C3
328,14,1764,1.0322333296178068,C3
329,14,1719,1.0560296833438232,C3
330,14,354,1.03354734200341,C3
331,14,242,1.0422367882155228,C3
332,14,264,1.0409256772148,C3
333,14,209,1.0265678084982195,C3
334,14,196,1.0232835812283132,C3
335,14,1877,1.0418496863279922,C3
336,14,124,1.044740207687787,C3
337,15,1473,1.033229859172891,C3
338,15,117,1.025082703199406,C3
339,15,279,1.041366927105456,C3
340,15,31,1.041587401713263,C3
341,15,592,1.0383545787377684,C3
342,15,549,1.0268424604292838,C3
343,15,127,1.0713352556281437,C3
344,15,746,1.0300051803752726,C3
345,15,1703,1.0399314727579152,C3
346,15,328,1.0400804396426417,C3
347,15,209,1.0311677264912498,C3
348,15,363,1.0373175669382726,C3
349,15,120,1.022175426703399,C3
350,15,398,1.0303297667566347,C3
351,15,195,1.025775225968225,C3
352,15,215,1.038820702138471,C3
353,15,196,1.03828989381018,C3
354,15,3624,1.038442725809886,C3
355,15,58,1.039878205416842,C3
356,16,1105,1.0224890939071418,C1
357,16,1628,1.0228188324900929,C1
358,16,1050,1.018048352810744,C1
359,16,1878,1.022838114536076,C1
360,16,1313,1.0215553196801435,C1
361,16,1319,1.036351359695036,C1
362,16,1028,1.0529661484551396,C1
363,16,2332,1.0262473191116592,C1
364,16,309,1.0256492058915387,C1
365,16,1396,1.0158098743539627,C1
366,16,2387,1.0306260541273617,C1
367,16,121,1.0192666296410293,C1
368,16,418,1.021174039608691,C1
369,16,2621,1.0217189752619653,C1
370,16,2952,1.0237029467114969,C1
371,16,1696,1.0203348115474027,C1
372,16,1717,1.026498857863011,C1
373,16,1692,1.0471324537560744,C1
374,16,220,1.0297773783495117,C1
375,16,1542,1.0295279159195272,C1
376,16,1163,1.029070505484613,C1
377,16,3298,1.0274810613630474,C1
378,16,339,1.0271725572623396,C1
379,16,2872,1.0252503287528854,C1
380,16,2334,1.0179355336671065,C1
381,16,2168,1.0285018303012148,C1
382,17,73,1.0422372848838692,C3
383,17,173,1.0459183050003416,C3
384,17,3191,1.0399418963183684,C3
385,17,209,1.0242738090284493,C3
386,17,83,1.0412658834491952,C3
387,17,971,1.0313976983248179,C3
388,17,72,1.0500729160399964,C3
389,17,1008,1.0542922165908262,C3
390,17,3622,1.0520789844780667,C3
391,17,126,1.0267961795276812,C3
392,17,1,1.0367194286464017,C3
393,17,127,1.0291524522020845,C3
394,17,20,1.0274005279998286,C3
395,17,398,1.0455262171093562,C3
396,17,241,1.0406761735215886,C3
397,17,308,1.045086027342265,C3
398,17,39,1.0324982578265278,C3
399,17,199,1.0241199217134056,C3
400,18,1637,1.0263330206537842,C1
401,18,1166,1.0284677544915861,C1
402,18,916,1.0462180882865768,C1
403,18,1490,1.0150808450961286,C1
404,18,195,1.0269640336334536,C1
405,18,1696,1.0220039966925722,C1
406,18,1396,1.0173686445883408,C1
407,18,1208,1.0229752728437949,C1
408,18,925,1.047211663659963,C1
409,18,1705,1.0205601598325182,C1
410,18,2334,1.0358908131117397,C1
411,18,1717,1.0224596710480376,C1
412,18,1707,1.0170109675352934,C1
413,18,1714,1.0447248048867293,C1
414,18,2595,1.0295824759485377,C1
415,18,1579,1.0173119844391028,C1
416,18,3232,1.0279862397152362,C1
417,18,1042,1.0207424169025585,C1
418,18,2300,1.021243253667278,C1
419,18,1685,1.0246180551835073,C1
420,18,2871,1.0205994231499358,C1
421,18,1050,1.0252473980245809,C1
422,18,2210,1.0295080280409972,C1
423,18,1044,1.024885094939218,C1
424,18,2333,1.025840709488556,C1
425,18,1626,1.0281980442645684,C1
426,19,913,1.0315457814579188,C3
427,19,1877,1.0284548376007527,C3
428,19,367,1.0325192180487255,C3
429,19,73,1.0523711452786912,C3
430,19,1277,1.036040855556079,C3
431,19,65,1.052560864412302,C3
432,19,797,1.0538607935741664,C3
433,19,3416,1.0331959118935454,C3
434,19,110,1.0368297836844713,C3
435,19,457,1.0526030179801504,C3
436,19,1410,1.0286693339379105,C3
437,19,66,1.033676281454646,C3
438,19,190,1.0221903338025067,C3
439,19,1638,1.0519878122090278,C3
440,19,1821,1.0326391005806028,C3
441,19,1126,1.0271138230587347,C3
442,19,214,1.0349055042918611,C3
443,19,6,1.0227392434036149,C3
444,19,1645,1.025515697907759,C3
445,20,367,1.043304218102822,C2
446,20,2335,1.0427636046251665,C2
447,20,242,1.0238186202575028,C2
448,20,20,1.0407297073943262,C2
449,20,471,1.0199620421055662,C2
450,20,165,1.0428812058768908,C2
451,20,196,1.0205292020849601,C2
452,20,336,1.0719808746630761,C2
453,20,167,1.0429452688617697,C2
454,20,73,1.0284533917480951,C2
455,20,3624,1.0321209783200607,C2
456,20,166,1.0216023744294944,C2
457,20,327,1.0300602996178654,C2
458,20,263,1.0263805681853293,C2
459,20,328,1.0315831687344161,C2
460,20,1126,1.0389478931509815,C2
461,20,1637,1.0252359685250052,C2
462,20,65,1.0363682774363525,C2
463,20,121,1.0358135739872194,C2
464,20,2300,1.0344259413903596,C2
465,21,793,1.0302537373779954,C1
466,21,1054,1.0219160922525627,C1
467,21,3191,1.0277984037181203,C1
468,21,1764,1.0444737927929089,C1
469,21,1645,1.0271816701190446,C1
470,21,985,1.0242457205120226,C1
471,21,1105,1.024969429853741,C1
472,21,1626,1.0273984114134938,C1
473,21,1956,1.019985710969558,C1
474,21,854,1.020430801064908,C1
475,21,1577,1.0220847200232601,C1
476,21,1104,1.0169630006306567,C1
477,21,1714,1.0306667799631564,C1
478,21,1396,1.0173478292195244,C1
479,21,3145,1.0491022483276018,C1
480,21,1692,1.0156641306378607,C1
481,21,2556,1.0177834666683787,C1
482,21,1277,1.0545573792328096,C1
483,21,913,1.0261547001434224,C1
484,21,3190,1.0189585838604014,C1
485,21,524,1.0265778307581253,C1
486,21,1421,1.0268819248082777,C1
487,21,1726,1.017335052446929,C1
488,21,1409,1.0214953117568268,C1
489,21,3298,1.0196689600693414,C1
490,21,1707,1.0172281485235575,C1
491,21,1186,1.0235038783216337,C1
492,22,1718,1.0296800554834953,C1
493,22,1476,1.026618515309104,C1
494,22,1230,1.0208175344386154,C1
495,22,2980,1.035439039950913,C1
496,22,2871,1.0176141035338677,C1
497,22,1878,1.0489703783211075,C1
498,22,1072,1.02000348602848,C1
499,22,2289,1.024070877833655,C1
500,22,1028,1.0309824478529255,C1
501,22,866,1.030141808395312,C1
502,22,2334,1.0184593385235512,C1
503,22,1956,1.0159817652700218,C1
504,22,61,1.0305658713178774,C1
505,22,592,1.0208690940221024,C1
506,22,1105,1.0273610654262126,C1
507,22,2121,1.016332059330214,C1
508,22,1167,1.0169739278714243,C1
509,22,2952,1.0214242353564902,C1
510,22,29,1.021893229549649,C1
511,22,761,1.0234200078134978,C1
512,22,1705,1.0186479721615052,C1
513,22,1104,1.0296945459558533,C1
514,22,1877,1.0232559832840442,C1
515,22,336,1.0220820934723256,C1
516,22,1520,1.024526222222487,C1
517,22,1482,1.0245219708205067,C1
518,22,457,1.0209564273085625,C1
519,22,1626,1.0291029178526059,C1
520,23,309,1.018577235128362,C1
521,23,1749,1.02475980831158,C1
522,23,1054,1.025234168287232,C1
523,23,978,1.0219530487954107,C1
524,23,1313,1.0187227354212531,C1
525,23,1718,1.0466133732048766,C1
526,23,1072,1.0163383173757785,C1
527,23,688,1.0305238210399283,C1
528,23,1042,1.0199804099734608,C1
529,23,1825,1.0294354863368735,C1
530,23,991,1.027414768264778,C1
531,23,1726,1.0308856709354248,C1
532,23,2332,1.0312708596012576,C1
533,23,1692,1.0309003759600222,C1
534,23,2229,1.0249495071086279,C1
535,23,1677,1.0210889784212223,C1
536,23,1039,1.0211150500352222,C1
537,23,327,1.0181902823722335,C1
538,23,3069,1.017243577410356,C1
539,23,3416,1.0186055835536538,C1
540,23,1009,1.0282501084527202,C1
541,23,1974,1.0185428509742713,C1
542,23,1070,1.030856397297672,C1
543,23,2861,1.021328333868791,C1
544,23,1008,1.025982289329265,C1
545,23,3312,1.0220645438541454,C1
546,23,1579,1.0269789105297902,C1
547,23,1105,1.0221286823215345,C1
548,24,2697,1.0159204035204934,C1
549,24,925,1.041664718393538,C1
550,24,1696,1.0501139359178295,C1
551,24,409,1.0165124205942624,C1
552,24,1766,1.0256772942214332,C1
553,24,2335,1.0299643718783182,C1
554,24,2289,1.0254292512585075,C1
555,24,1277,1.026561739595061,C1
556,24,1396,1.019038896025049,C1
557,24,1416,1.0289979615970581,C1
558,24,411,1.0288720228407544,C1
559,24,326,1.0256808011266572,C1
560,24,1410,1.0262322645981043,C1
561,24,991,1.0230366212562314,C1
562,24,793,1.0446387938758648,C1
563,24,1749,1.0216019684025803,C1
564,24,1705,1.0157991857752176,C1
565,24,1048,1.0155420743872101,C1
566,24,1790,1.016668142525965,C1
567,24,3623,1.0306110982641548,C1
568,24,746,1.0231033170775807,C1
569,24,1542,1.0275149709052107,C1
570,24,1036,1.0255385309089595,C1
571,24,1725,1.0305567850959152,C1
572,24,2387,1.0190874943892796,C1
573,24,913,1.0187485593510952,C1
574,24,688,1.0171963149477468,C1
575,25,110,1.0472101337703956,C2
576,25,58,1.0668550514638355,C2
577,25,336,1.0332875455286046,C2
578,25,971,1.0429128641098022,C2
579,25,2871,1.0379083532312738,C2
580,25,29,1.0487780920239222,C2
581,25,2556,1.0487692568019256,C2
582,25,1645,1.0296576173770642,C2
583,25,172,1.0392952925243628,C2
584,25,3298,1.0430685805528266,C2
585,25,199,1.029566761166245,C2
586,25,242,1.0422404529221725,C2
587,25,30,1.031098264311831,C2
588,25,190,1.044624424185277,C2
589,25,390,1.0261576501981595,C2
590,25,126,1.043380368104027,C2
591,25,1319,1.0353458083158487,C2
592,26,513,1.0266127904528792,C1
593,26,1319,1.0279250479936284,C1
594,26,1917,1.0210371648700287,C1
595,26,1421,1.0327588426511498,C1
596,26,1790,1.039576154139427,C1
597,26,1616,1.0182734439611794,C1
598,26,2300,1.0197289915631642,C1
599,26,2333,1.0468706062999553,C1
600,26,1416,1.018511734158802,C1
601,26,1195,1.0325467963567483,C1
602,26,1528,1.0301778204621885,C1
603,26,1626,1.028231800948047,C1
604,26,1008,1.0314251522312785,C1
605,26,688,1.0278216734052033,C1
606,26,1672,1.0207689355588068,C1
607,26,978,1.021793352231995,C1
608,26,756,1.027823580705671,C1
609,26,1678,1.0308360747773115,C1
610,26,854,1.0266403936166477,C1
611,26,3298,1.0181647919157923,C1
612,26,1404,1.0181844705003074,C1
613,26,1764,1.0200110864177603,C1
614,26,1009,1.0292790282014037,C1
615,26,1048,1.031190998913547,C1
616,26,2872,1.0218266543776744,C1
617,26,3190,1.0225206841216399,C1
618,27,2871,1.0676811246411912,C3
619,27,398,1.0323629323554655,C3
620,27,354,1.0331186780724915,C3
621,27,61,1.0373828370512033,C3
622,27,3416,1.0460362308213749,C3
623,27,1714,1.036457230722631,C3
624,27,264,1.0307698481832142,C3
625,27,1736,1.0459781608734982,C3
626,27,219,1.0241958546751837,C3
627,27,66,1.0625971174566837,C3
628,27,56,1.0654193703278272,C3
629,27,173,1.0424250077713801,C3
630,27,279,1.0410341744146445,C3
631,27,110,1.04928388488398,C3
632,27,165,1.0410735377222977,C3
633,27,120,1.0345863738182879,C3
634,28,1719,1.0261431554600453,C2
635,28,61,1.023151227945243,C2
636,28,256,1.049029770948766,C2
637,28,1050,1.0468601988357273,C2
638,28,1725,1.0426158617895658,C2
639,28,30,1.0439547800978355,C2
640,28,166,1.0460621769054697,C2
641,28,251,1.0348592164616635,C2
642,28,327,1.026867304603868,C2
643,28,1097,1.0493383112286436,C2
644,28,592,1.039918198324751,C2
645,28,263,1.0308904522459104,C2
646,28,39,1.025941252327629,C2
647,28,1223,1.0400884091535094,C2
648,28,363,1.0473695047748675,C2
649,28,241,1.0341144189615805,C2
650,28,124,1.0484551998431317,C2
651,28,56,1.0343454569075872,C2
652,29,6,1.0481496549063083,C3
653,29,241,1.0323873720614112,C3
654,29,1,1.0270719888230342,C3
655,29,960,1.0229227897829032,C3
656,29,173,1.035285841982804,C3
657,29,219,1.0322211707843443,C3
658,29,166,1.0290560223042802,C3
659,29,751,1.0223183186270914,C3
660,29,167,1.020418904905488,C3
661,29,390,1.0365481083723018,C3
662,29,2556,1.0308540971806228,C3
663,29,339,1.0674136465425454,C3
664,29,2861,1.0233800651030036,C3
665,29,66,1.024861361910323,C3
666,29,242,1.036082817389903,C3
667,29,263,1.045000875032476,C3
668,29,279,1.0222380508446067,C3
669,29,127,1.0384426725820488,C3
670,29,120,1.0232553486746883,C3
671,29,83,1.0472021635972215,C3
672,29,17,1.024664893199715,C3
673,30,697,1.018645087684039,C1
674,30,711,1.02757873037008,C1
675,30,780,1.0234671296774185,C1
676,30,1637,1.0196044712175547,C1
677,30,1542,1.0156367339507342,C1
678,30,1583,1.0260575382980865,C1
679,30,925,1.022004694624238,C1
680,30,960,1.0238885609874238,C1
681,30,3416,1.0279603295252464,C1
682,30,729,1.0214358534009431,C1
683,30,1070,1.020687699250331,C1
684,30,1158,1.0213051845208534,C1
685,30,1040,1.0164893544654703,C1
686,30,3312,1.0548242535682781,C1
687,30,1416,1.0513604897615296,C1
688,30,991,1.0268806308044929,C1
689,30,1178,1.020315343493386,C1
690,30,854,1.0254111784062827,C1
691,30,1396,1.0229626266389367,C1
692,30,2980,1.027217410472439,C1
693,30,1628,1.0201805900624574,C1
694,30,1790,1.0282307466173042,C1
695,30,1167,1.020121958329796,C1
696,30,2952,1.0258874877744484,C1
697,30,979,1.0207400435048608,C1
698,30,2872,1.0193359180451322,C1
699,30,1313,1.0258764723872758,C1
700,30,1048,1.0163877134480919,C1
701,31,1974,1.0172787419467895,C1
702,31,1766,1.0284542992664119,C1
703,31,1047,1.0260194573296857,C1
704,31,3231,1.0156765185544663,C1
705,31,996,1.0305742565120208,C1
706,31,978,1.021992768536421,C1
707,31,3624,1.0236873533678468,C1
708,31,697,1.0280613201348514,C1
709,31,1126,1.022980116870869,C1
710,31,263,1.02632212866735,C1
711,31,1645,1.0204850958924463,C1
712,31,884,1.023310550206558,C1
713,31,2595,1.022590382617723,C1
714,31,1672,1.027300822661375,C1
715,31,1764,1.0278480518456752,C1
716,31,3069,1.0293497770365159,C1
717,31,1036,1.0211812500057618,C1
718,31,409,1.0253504521129424,C1
719,31,1541,1.0253246795397166,C1
720,31,866,1.0199936639170752,C1
721,31,195,1.0306730220845057,C1
722,31,1637,1.0177931591795504,C1
723,31,1714,1.0287392857385338,C1
724,31,1542,1.0184378097362952,C1
725,31,1678,1.0196940631106415,C1
726,31,1626,1.017271011513545,C1
727,31,1072,1.0251071052019538,C1
728,31,1663,1.0214719385135318,C1
729,31,867,1.0273201551819464,C1
730,32,57,1.0470758482559774,C3
731,32,1409,1.0425723994578073,C3
732,32,2980,1.0456626983423873,C3
733,32,110,1.0346200015240077,C3
734,32,1696,1.0399203301377147,C3
735,32,165,1.0352478838884194,C3
736,32,2335,1.0259740406593918,C3
737,32,6,1.0323308999976177,C3
738,32,241,1.0403339123233877,C3
739,32,1766,1.0304238371608423,C3
740,32,362,1.0437258954611748,C3
741,32,1917,1.0277218326851367,C3
742,32,65,1.0294501682650439,C3
743,32,2871,1.0487369326834073,C3
744,32,126,1.0240387746712036,C3
745,32,166,1.0366297124282198,C3
746,32,3623,1.0473372865208717,C3
747,32,363,1.0223797047631746,C3
748,32,314,1.0356184929651522,C3
749,33,1849,1.018839216333723,C1
750,33,1188,1.0151232992532362,C1
751,33,1195,1.0184190904575308,C1
752,33,1707,1.0454364923360768,C1
753,33,1714,1.0267767517275384,C1
754,33,1166,1.0207545231008575,C1
755,33,1541,1.0150153926176655,C1
756,33,1396,1.0239852155531488,C1
757,33,1404,1.0192178157404652,C1
758,33,2871,1.04606835416716,C1
759,33,1577,1.0271984635439997,C1
760,33,2333,1.0247921007106817,C1
761,33,696,1.0162612765272252,C1
