,Unnamed: 0,FundCode,名称,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
25,25,47,华夏双债债券A,2,0.0203,0.0761,0.0834,3,0.46
26,26,48,华夏双债债券C,2,0.0197,0.0726,0.0752,3,0.34
27,27,54,鹏华双债增利债券,2,0.0171,0.0763,0.1153,3,5.62
28,28,56,建信消费升级混合,4,0.0452,0.2362,0.1741,5,0.69
29,29,57,中银消费主题混合,4,0.0179,0.1265,0.0222,5,0.85
30,30,58,国联安安泰灵活配置混合,4,0.0714,0.1253,0.1512,5,1.89
31,31,61,华夏盛世混合,4,0.058,0.034,-0.4015,5,8.77
32,32,63,长盛电子信息主题灵活配置混合,4,0.1212,-0.0702,-0.3394,5,5.72
33,33,65,国富焦点驱动混合,4,0.0255,0.1216,0.1898,5,12.18
34,34,66,诺安鸿鑫混合,4,0.0309,0.0643,0.1234,5,0.68
35,35,67,民生加银转债优选A,2,0.0391,0.1309,-0.0199,5,1.85
36,36,68,民生加银转债优选C,2,0.0398,0.1258,-0.0313,5,0.27
37,37,69,国投瑞银中高等级债券A,2,0.0136,0.0618,0.114,6,0.49
38,38,70,国投瑞银中高等级债券C,2,0.0127,0.0581,0.1029,6,0.09
39,39,72,华安稳健回报混合,4,-0.0019,0.0139,0.061,5,4.61
40,40,73,上投摩根成长动力混合,4,0.1226,0.1036,0.0637,5,2.55
41,41,80,天治可转债增强债券A,2,0.0578,0.1557,0.026,5,0.32
42,42,81,天治可转债增强债券C,2,0.0583,0.151,0.014,5,0.91
43,43,82,嘉实研究阿尔法股票,1,0.0356,0.2124,0.2635,4,10.44
44,44,83,汇添富消费行业混合,4,0.0302,0.4667,0.8716,5,65.19
45,45,84,博时安盈债券A,2,0.0038,0.0421,0.1007,6,12.83
46,46,85,博时安盈债券C,2,0.0036,0.0388,0.0884,6,76.26
47,47,91,信诚新双盈分级债券,2,0.0158,0.0426,0.0162,1,0.12
48,48,104,华宸未来稳健添利债券A,2,0.0146,0.0456,0.0377,6,0.1
49,49,107,富国稳健增强债券A/B,2,0.0131,0.0843,0.1337,3,1.42
50,50,109,富国稳健增强债券C,2,0.0124,0.0794,0.1191,3,0.2
51,51,110,金鹰元安混合A,4,0.012,0.1064,0.139,5,2.96
52,52,117,广发轮动配置混合,4,0.0402,0.3425,0.137,5,8.92
53,53,118,广发聚鑫债券A,2,0.038,0.1264,0.1101,3,4.62
54,54,119,广发聚鑫债券C,2,0.0382,0.1239,0.0991,3,2.0
55,55,120,中银美丽中国混合,4,-0.0181,0.1122,0.0375,5,0.38
56,56,121,华夏永福混合A,4,0.0432,0.0946,0.126,5,3.02
57,57,122,汇添富实业债债券A,2,0.0149,0.0576,0.059,6,1.16
58,58,123,汇添富实业债债券C,2,0.0145,0.0525,0.0443,6,0.19
59,59,124,华宝服务优选混合,4,0.0852,0.1008,-0.0217,5,11.93
60,60,126,招商安润混合,4,0.1208,0.1852,0.2016,5,2.18
61,61,127,农银行业领先混合,4,0.0762,0.1219,0.3405,5,15.59
62,62,128,大成景安短融债券A,2,0.0058,0.0305,0.1179,6,12.79
63,63,129,大成景安短融债券B,2,0.0061,0.0335,0.1283,6,11.15
64,64,130,大成景兴信用债债券A,2,0.0064,0.0435,0.12,3,3.62
65,65,131,大成景兴信用债债券C,2,0.0061,0.0397,0.1069,3,1.69
66,66,136,民生加银策略精选混合,4,0.1283,0.2418,0.1983,5,4.0
67,67,139,富国国有企业债债券A/B,2,0.004,0.0424,0.1102,6,6.76
68,68,141,富国国有企业债债券C,2,0.0037,0.0379,0.0987,6,0.75
69,69,142,融通增强收益债券A,2,0.0075,0.0318,0.0615,3,10.18
70,70,143,鹏华双债加利债券,2,0.0175,0.0926,0.1029,3,0.51
71,71,147,易方达高等级信用债债券A,2,0.0104,0.0779,0.1246,6,47.53
72,72,148,易方达高等级信用债债券C,2,0.0095,0.0736,0.133,6,15.04
73,73,149,华安双债添利债券A,2,0.0044,0.0525,0.0933,6,2.24
74,74,150,华安双债添利债券C,2,0.0041,0.0491,0.0812,6,1.0
75,75,152,大成景旭纯债债券A,2,0.0052,0.051,0.1025,6,0.1
76,76,153,大成景旭纯债债券C,2,0.0049,0.0474,0.0894,6,1.41
77,77,165,国投瑞银策略精选混合,4,0.0491,0.1398,0.1889,5,5.43
78,78,166,中海信息产业精选混合,4,0.1051,0.1728,0.1272,5,0.36
79,79,167,广发聚优灵活配置混合A,4,0.071,0.3744,0.4642,5,3.06
80,80,171,易方达裕丰回报债券,2,0.0184,0.0965,0.2012,1,37.3
81,81,172,华泰柏瑞量化增强混合A,4,0.0022,0.1406,0.2013,5,51.2
82,82,173,汇添富美丽30混合,4,0.0226,0.1764,0.2389,5,75.99
83,83,174,汇添富高息债债券A,2,0.0133,0.0896,0.1239,6,2.11
84,84,175,汇添富高息债债券C,2,0.0127,0.0852,0.08,6,1.21
85,85,181,景顺长城四季金利债券A,2,0.006,0.065,0.1027,3,0.56
86,86,182,景顺长城四季金利债券C,2,0.0061,0.0622,0.0916,3,0.03
87,87,184,工银添福债券A,2,0.0062,-0.0112,-0.0492,3,8.23
88,88,185,工银添福债券B,2,0.0055,0.0073,-0.0392,3,0.22
89,89,186,华泰柏瑞季季红债券,2,0.0085,0.0632,0.156,6,11.16
90,90,187,华泰柏瑞丰盛纯债债券A,2,0.01,0.0606,0.146,6,4.55
91,91,188,华泰柏瑞丰盛纯债债券C,2,0.0097,0.0562,0.1321,6,0.34
92,92,189,易方达丰华债券A,2,0.0209,0.0375,0.0984,3,1.89
93,93,190,中银新回报灵活配置混合,4,0.046,0.0913,0.2355,5,5.09
94,94,191,富国信用债债券A/B,2,0.0079,0.0699,0.124,6,66.49
95,95,192,富国信用债债券C,2,0.0077,0.0665,0.1105,6,2.38
96,96,194,银华信用四季红债券A,2,0.0065,0.0556,0.0997,6,5.86
97,97,195,工银成长收益混合A,4,0.0283,0.0725,0.1205,5,21.55
98,98,196,工银成长收益混合B,4,0.028,0.0647,0.0987,5,1.5
99,99,198,天弘余额宝货币,3,0.0019,0.0251,0.1011,1,10335.63
100,100,199,国泰量化策略收益混合,4,0.0002,0.1586,-0.0686,5,0.46
101,101,203,国富日日收益货币A,3,0.0016,0.024,0.0936,2,0.82
102,102,204,国富日日收益货币B,3,0.0018,0.0265,0.1015,2,2.63
103,103,205,易方达投资级信用债债券A,2,0.0088,0.0627,0.0987,6,13.45
104,104,206,易方达投资级信用债债券C,2,0.0089,0.06,0.0938,6,2.54
105,105,207,建信双债增强债券A,2,0.0041,0.0506,-0.0407,3,0.33
106,106,208,建信双债增强债券C,2,0.0034,0.0472,-0.0515,3,0.2
107,107,209,信诚新兴产业混合,4,0.0748,0.1076,-0.2927,5,0.13
108,108,210,光大现金宝货币A,3,0.0018,0.0245,0.0965,2,0.94
109,109,211,光大现金宝货币B,3,0.0021,0.0269,0.1045,2,93.08
110,110,214,广发成长优选混合,4,0.0073,0.1031,0.112,5,0.69
111,111,215,广发趋势优选灵活配置混合,4,0.0026,0.0838,0.2513,5,2.85
112,112,219,博时裕益混合,4,0.0695,0.1616,0.1285,5,5.88
113,113,220,富国医疗保健行业混合,4,0.1084,0.3346,0.222,5,14.95
114,114,236,工银月月薪定期支付债券A,2,0.0289,0.0553,0.0661,3,4.0
115,115,241,宝盈核心优势混合C,4,0.1107,0.2737,-0.0116,1,0.15
116,116,242,景顺长城策略精选灵活配置混合,4,0.067,0.2598,0.1902,5,1.82
117,117,251,工银金融地产混合,4,-0.0117,0.2907,0.3884,5,37.22
118,118,252,景顺长城景兴信用纯债债券A,2,0.0033,0.0497,0.0579,6,21.24
119,119,253,景顺长城景兴信用纯债债券C,2,0.0025,0.0442,0.0442,6,0.08
120,120,256,上投摩根红利回报混合A,4,0.0102,0.0376,0.0234,5,0.31
121,121,259,农银区间收益混合,4,0.074,0.1695,0.2324,5,7.1
122,122,263,工银信息产业混合,4,0.1233,0.3197,0.0018,5,5.29
123,123,264,博时内需增长混合,4,0.0311,0.1283,-0.1069,5,2.33
124,124,273,华润元大安鑫灵活配置混合A,4,0.0301,0.1437,0.0753,5,0.83
125,125,279,华商红利优选混合,4,0.0477,0.0342,0.0784,5,2.74
126,126,286,银华信用季季红债券A,2,0.0067,0.0534,0.1741,6,38.57
127,127,294,华安生态优先混合,4,0.0252,0.4501,0.6246,5,5.1
128,128,297,鹏华可转债债券,2,0.0481,0.1344,0.077,5,0.8
129,129,298,中海纯债债券A,2,0.0046,0.0482,0.0313,6,0.25
130,130,299,中海纯债债券C,2,0.0047,0.046,0.022,6,0.38
131,131,300,德邦德利货币A,3,0.0017,0.0234,0.0944,2,0.89
132,132,301,德邦德利货币B,3,0.0019,0.0259,0.1023,2,29.59
133,133,305,中银中高等级A,2,0.0085,0.0671,0.1158,6,60.03
134,134,306,天弘弘利债券,2,0.0057,0.0337,0.066,3,20.36
135,135,308,建信创新中国混合,4,0.0167,0.3598,0.1972,5,1.15
136,136,309,大摩品质生活精选股票,1,0.0521,0.2214,0.0631,4,4.29
137,137,314,招商瑞丰灵活配置混合发起式A,4,0.0072,0.0961,0.1321,5,0.17
138,138,316,中海惠利分级债券,2,-0.0033,0.0111,-0.0059,1,0.25
139,139,319,泰达淘利债券A,2,0.006,0.0537,0.1182,6,2.55
140,140,320,泰达淘利债券C,2,0.0058,0.0509,0.1093,6,2.94
141,141,324,华润元大现金收益货币A,3,0.0017,0.022,0.0922,2,0.42
142,142,325,华润元大现金收益货币B,3,0.0019,0.0244,0.1001,2,4.48
143,143,326,南方中小盘成长股票,1,0.0434,0.0939,0.1228,4,1.86
144,144,327,南方新蓝筹混合,4,0.0425,0.22,0.2794,5,2.3
145,145,328,上投摩根转型动力灵活配置混合,4,0.1074,0.1589,-0.045,5,5.06
146,146,330,汇添富现金宝货币,3,0.002,0.0299,0.1106,1,502.34
147,147,331,中加货币A,3,0.002,0.0264,0.1031,2,13.99
148,148,332,中加货币C,3,0.0022,0.0289,0.1111,2,208.28
149,149,333,长城稳固收益债券A,2,0.027,0.0468,0.0811,3,0.14
150,150,334,长城稳固收益债券C,2,0.0267,0.0403,0.064,3,0.06
151,151,336,农银研究精选混合,4,0.0945,0.1074,-0.216,5,2.11
152,152,338,鹏华双债保利债券,2,0.0163,0.0689,0.1356,3,1.8
153,153,339,长城医疗保健混合,4,0.0881,0.3315,0.407,5,1.22
154,154,343,华夏财富宝货币A,3,0.0021,0.0289,0.1088,1,678.9
155,155,354,长盛城镇化主题混合,4,0.0619,0.0739,-0.1351,5,0.59
156,156,355,南方丰元信用增强债券A,2,0.0107,0.0762,0.0771,3,12.41
157,157,356,南方丰元信用增强债券C,2,0.0101,0.072,0.0635,3,8.15
158,158,359,易方达易理财货币,3,0.0021,0.0293,0.1135,1,1621.63
159,159,362,国泰聚信价值优势混合A,4,0.0455,0.1552,0.1702,5,5.36
160,160,363,国泰聚信价值优势混合C,4,0.0449,0.149,0.1839,5,2.69
161,161,366,汇添富添富通货币A,3,0.0018,0.0269,0.0944,2,33.35
162,162,367,国泰安康定期支付混合A,4,0.0007,0.0604,0.1444,5,0.33
163,163,371,民生加银现金宝货币A,3,0.0023,0.0315,0.1125,1,285.2
164,164,377,上投摩根双债增利债券A,2,0.0057,0.0641,0.0018,3,0.42
165,165,378,上投摩根双债增利债券C,2,0.0057,0.0595,-0.0114,3,0.18
166,166,379,平安日增利货币,3,0.002,0.0277,0.1036,2,1295.19
167,167,380,景顺长城景益货币A,3,0.002,0.0265,0.098,2,971.13
168,168,381,景顺长城景益货币B,3,0.0022,0.029,0.1059,2,0.39
169,169,385,景顺长城景颐双利债券A,2,0.007,0.0641,0.1146,3,5.37
170,170,386,景顺长城景颐双利债券C,2,0.0065,0.0599,0.1008,3,0.1
171,171,389,广发天天红货币A,3,0.0019,0.0275,0.1019,1,33.97
172,172,390,华商优势行业混合,4,0.0896,0.2567,0.3025,5,4.93
173,173,394,融通通源短融债券A,2,0.003,0.0366,0.0876,6,0.13
174,174,395,汇添富安心中国债券A,2,0.0064,0.0485,0.0792,6,2.04
175,175,396,汇添富安心中国债券C,2,0.0056,0.0471,0.095,6,0.28
176,176,397,汇添富全额宝货币,3,0.002,0.0287,0.1108,1,905.64
177,177,398,华富灵活配置混合,4,0.0743,0.0544,-0.0771,5,1.14
178,178,402,工银纯债债券A,2,0.0085,0.0656,0.0458,6,39.78
179,179,403,工银纯债债券B,2,0.0081,0.0614,0.0338,6,1.63
180,180,404,易方达新兴成长灵活配置,4,0.1544,0.1818,-0.003,5,15.87
181,181,406,汇添富双利增强债券A,2,0.0066,0.0627,0.1267,3,2.42
182,182,407,汇添富双利增强债券C,2,0.0056,0.0585,0.1162,3,0.16
183,183,408,民生加银城镇化混合,4,0.0271,0.2077,0.3323,5,4.05
184,184,409,鹏华环保产业股票,1,0.0918,0.1073,0.0796,4,2.29
185,185,410,益民服务领先混合,4,-0.0111,0.0803,0.0786,5,0.66
186,186,411,景顺长城优质成长股票,1,-0.0077,0.1369,0.097,4,0.87
187,187,414,嘉实绝对收益策略定期混合,4,0.0084,0.0179,0.031,6,1.6
188,188,417,国联安新精选混合,4,0.022,-0.0091,-0.1305,5,0.74
189,189,418,景顺长城成长之星股票,1,0.0504,0.1836,0.2968,4,0.79
190,190,419,大摩优质信价纯债A,2,0.0082,0.0589,0.1414,6,24.73
191,191,420,大摩优质信价纯债C,2,0.0083,0.0549,0.131,6,1.41
192,192,421,华泰柏瑞丰汇债券A,2,0.0039,0.0544,0.1124,3,12.21
193,193,422,华泰柏瑞丰汇债券C,2,0.0035,0.0503,0.0982,3,0.01
194,194,423,前海开源事件驱动混合A,4,-0.0019,0.244,0.3207,5,1.2
195,195,424,长盛添利宝货币A,3,0.0019,0.024,0.0939,2,33.46
196,196,425,长盛添利宝货币B,3,0.0021,0.0264,0.1018,2,5.5
197,197,428,易方达聚盈分级债券发起式,2,0.0028,0.0429,0.0975,1,5.71
198,198,431,鹏华品牌传承混合,4,0.0328,0.2005,0.3669,5,0.96
199,199,432,中银优秀企业混合,4,0.0199,0.0859,-0.0136,5,0.37
200,200,433,安信鑫发优选混合,4,-0.0163,0.1511,-0.0074,5,0.41
201,201,434,新华壹诺宝货币A,3,0.0018,0.0247,0.1002,2,5.44
202,202,435,建信稳定添利债券A,2,0.0045,0.0515,0.0427,3,0.2
203,203,436,易方达裕惠定开混合发起式,4,0.0183,0.1109,0.1943,1,33.38
204,204,439,国金鑫盈货币,3,0.0018,0.02,0.0806,2,1.64
205,205,452,南方医药保健灵活配置混合,4,0.1266,0.1888,0.2761,5,5.42
206,206,457,上投摩根核心成长股票,1,0.0172,0.0554,0.0564,4,39.59
207,207,458,英大领先回报混合发起式,4,-0.0254,0.06,0.177,5,0.6
208,208,462,农银主题轮动混合,4,0.0746,0.1733,0.1426,5,6.36
209,209,463,华商双债丰利债券A,2,0.0023,-0.0093,-0.3079,3,2.74
210,210,464,嘉实活期宝货币,3,0.002,0.0284,0.107,2,145.35
211,211,466,融通通瑞债券A/B,2,0.0029,-0.0308,-0.0096,3,0.13
212,212,471,富国城镇发展股票,1,0.0716,0.1816,-0.3292,4,9.69
213,213,475,广发天天利货币A,3,0.0018,0.0261,0.1054,2,10.06
214,214,476,广发天天利货币B,3,0.002,0.0285,0.1134,2,21.36
215,215,477,广发主题领先混合,4,0.0,0.0583,-0.0846,5,13.51
216,216,480,东方红新动力混合,4,0.0176,0.0208,0.133,5,36.42
217,217,481,华商双债丰利债券C,2,0.0024,-0.0117,-0.3182,3,0.64
218,218,483,鑫元货币A,3,0.0018,0.0252,0.0976,2,3.95
219,219,484,鑫元货币B,3,0.002,0.0277,0.1056,2,99.08
220,220,489,光大岁末红利纯债A,2,0.0092,0.0358,0.0797,6,18.48
221,221,490,光大岁末红利纯债C,2,0.0088,0.0313,0.0649,6,1.53
222,222,493,南方现金通A,3,0.0021,0.0298,0.1141,2,0.02
223,223,494,南方现金通B,3,0.0022,0.0303,0.1157,1,0.09
224,224,495,南方现金通C,3,0.0022,0.031,0.1179,1,92.95
225,225,496,长安产业精选混合A,4,0.064,0.1462,0.2763,5,0.09
226,226,497,财通纯债债券A,2,0.0103,0.0604,0.1057,1,5.2
227,227,503,中信建投景和中短债A,2,0.0065,0.033,0.0763,6,0.25
228,228,504,中信建投景和中短债C,2,0.0061,0.0289,0.0634,6,0.03
229,229,505,国寿安保货币A,3,0.002,0.025,0.0948,2,93.53
230,230,506,国寿安保货币B,3,0.0022,0.0274,0.1027,2,62.44
231,231,507,泰达宏利宏达混合A,4,0.0122,0.0588,0.1962,5,1.93
232,232,508,泰达宏利宏达混合B,4,0.0118,0.0553,0.1827,5,0.27
233,233,509,广发钱袋子货币A,3,0.002,0.0274,0.1076,2,112.12
234,234,511,国泰国策驱动灵活配置混合A,4,0.0545,0.0499,-0.0318,5,0.45
235,235,513,富国高端制造行业股票,1,0.0737,0.2928,0.2064,4,6.61
236,236,520,上银新兴价值成长混合,4,0.069,0.3056,0.2896,5,2.74
237,237,522,华润元大信息传媒科技混合,4,0.1534,0.1442,-0.0245,5,0.58
238,238,523,国投瑞银医疗保健混合,4,0.0792,0.3317,0.1685,5,6.08
239,239,524,上投摩根民生需求股票,1,0.1388,0.1512,-0.1509,4,1.94
240,240,526,国泰浓益灵活配置混合A,4,0.0498,0.0153,0.0184,5,1.03
241,241,527,南方新优享灵活配置混合A,4,0.0681,0.1513,0.3974,5,30.29
242,242,528,工银薪金货币A,3,0.0022,0.0309,0.1047,2,72.99
243,243,529,广发竞争优势混合,4,0.0574,0.3611,0.4123,5,8.47
244,244,530,招商丰盛稳定增长混合A,4,0.0751,0.0939,0.013,5,0.6
245,245,531,东吴阿尔法灵活配置混合,4,0.0327,0.0476,0.125,5,0.87
246,246,532,景顺长城优势企业混合,4,0.0235,0.2607,0.483,5,3.03
247,247,533,永赢货币,3,0.0023,0.0311,0.1116,2,172.86
248,248,534,长盛高端装备混合,4,0.068,0.0938,-0.0521,5,2.72
249,249,535,长盛航天海工装备灵活配置混合,4,0.0,0.0603,-0.1758,5,0.93
250,250,536,前海开源可转债债券,2,0.0265,0.1227,0.0624,5,0.7
251,251,538,诺安优势行业混合A,4,0.0046,0.0277,-0.0248,5,1.53
252,252,539,中银活期宝货币,3,0.0021,0.0285,0.1056,1,767.18
253,253,540,国金金腾通货币A,3,0.0022,0.031,0.1121,2,156.54
254,254,541,华商创新成长混合发起式,4,0.1195,0.3143,-0.2103,5,4.65
255,255,542,上银慧财宝货币A,3,0.0021,0.0268,0.0952,2,5.17
256,256,543,上银慧财宝货币B,3,0.0023,0.0293,0.1031,2,123.54
257,257,545,中邮核心竞争力灵活配置混合,4,0.0449,0.0648,-0.4218,5,5.41
258,258,547,建信健康民生混合,4,0.0507,0.3217,0.2222,5,0.75
259,259,548,鹏华聚财通货币,3,0.0021,0.0258,--,2,17.84
260,260,549,华安大国新经济股票,1,0.0704,0.2199,0.0458,4,1.67
261,261,550,广发新动力混合,4,-0.0094,0.0499,-0.2042,5,6.66
262,262,551,信诚幸福消费混合,4,0.0119,0.248,0.0648,5,0.11
263,263,554,中国梦灵活配置混合,4,0.039,0.0036,-0.0692,5,2.87
264,264,556,国投瑞银新机遇灵活配置混合A,4,-0.0268,0.1824,0.2223,5,0.34
265,265,557,国投瑞银新机遇灵活配置混合C,4,-0.0275,0.1767,0.2019,5,0.47
266,266,559,诺安天天宝A,3,0.002,0.0259,0.1006,2,436.7
267,267,560,诺安天天宝E,3,0.0021,0.0274,0.1066,2,2.53
268,268,561,南方启元债券A,2,0.0053,0.0508,0.0641,6,38.12
269,269,562,南方启元债券C,2,0.0052,0.0463,0.053,6,1.3
270,270,563,南方通利债券A,2,0.0091,0.0801,0.1167,6,17.86
271,271,564,南方通利债券C,2,0.0081,0.0752,0.1043,6,2.18
272,272,566,华泰柏瑞创新升级混合,4,0.058,0.1841,0.4104,5,9.98
273,273,567,广发聚祥灵活混合,4,0.0566,0.0566,0.0054,5,2.39
274,274,569,鹏华增值宝货币,3,0.0022,0.029,0.1066,2,269.2
275,275,572,中银多策略混合,4,0.0384,0.0801,0.1883,5,4.93
276,276,573,天弘通利混合,4,0.035,0.0824,0.1484,5,5.84
277,277,574,宝盈新价值混合A,4,-0.0041,0.4199,-0.0094,5,9.97
278,278,575,兴全添利宝货币,3,0.0022,0.0299,0.1099,1,697.31
279,279,576,中邮货币A,3,0.0021,0.0241,0.0956,2,0.86
280,280,577,安信价值精选股票,1,-0.0162,0.1305,0.3028,4,37.92
281,281,578,鑫元恒鑫收益增强A,2,0.0095,0.0513,-0.0122,3,0.05
282,282,579,鑫元恒鑫收益增强C,2,0.0093,0.0472,-0.0226,3,0.06
283,283,580,中邮货币B,3,0.0023,0.0265,0.1036,2,0.15
284,284,581,嘉实活钱包货币A,3,0.002,0.0293,0.1081,1,144.12
285,285,584,新华鑫益灵活配置混合,4,0.0924,0.142,0.3112,5,2.67
286,286,585,嘉实对冲套利定期混合,4,0.0442,0.0393,0.0482,6,1.67
287,287,586,景顺长城中小板创业板精选股票,1,0.066,0.1563,-0.1513,4,4.56
288,288,587,大成灵活配置混合,4,0.0086,0.0694,0.0191,5,1.92
289,289,588,招商招钱宝货币A,3,0.0018,0.0282,0.1098,2,155.39
290,290,589,光大银发商机混合,4,0.111,0.3702,0.1589,5,1.42
291,291,590,华安新活力混合,4,0.023,0.0639,0.182,5,5.06
292,292,591,中银健康生活混合,4,0.0553,0.0667,0.0068,5,1.11
293,293,592,建信改革红利股票,1,0.119,0.203,0.1426,4,1.56
294,294,594,大摩进取优选股票,1,0.0239,0.1127,0.053,4,0.54
295,295,595,嘉实泰和混合,4,0.0675,0.3991,0.4236,5,11.78
296,296,597,中海积极收益混合,4,0.0414,0.1096,0.2538,5,2.41
297,297,598,长盛生态环境混合,4,0.0216,0.1326,0.1533,5,1.96
298,298,599,信诚薪金宝货币,3,0.0021,0.0296,0.1076,1,253.94
299,299,600,汇添富和聚宝货币,3,0.0021,0.0291,0.1116,2,208.79
300,300,601,华宝创新优选混合,4,0.1225,0.2762,0.2058,5,2.75
301,301,602,富国安益货币,3,0.0022,0.0284,0.1073,1,105.45
302,302,603,易方达创新驱动灵活配置混合,4,0.0058,0.1248,-0.1478,5,19.44
303,303,604,银华多利宝货币A,3,0.002,0.0276,0.1088,2,3.12
304,304,605,银华多利宝货币B,3,0.0022,0.0301,0.1169,2,182.37
305,305,606,天弘优选债券,2,0.0072,0.054,--,6,78.05
306,306,607,招商招钱宝货币B,3,0.0019,0.0282,0.1099,1,1157.26
307,307,609,华商新量化混合,4,0.1035,0.1912,0.0692,5,2.7
308,308,612,华宝生态中国混合,4,0.0861,0.1748,0.02,5,6.6
309,309,615,长城工资宝货币A,3,0.002,0.0251,0.0988,2,0.53
310,310,616,上投摩根优信增利债券A,2,0.0048,0.0968,0.0443,3,0.14
311,311,617,上投摩根优信增利债券C,2,0.0042,0.0924,0.0317,3,0.06
312,312,618,嘉实薪金宝货币,3,0.0021,0.0288,0.1056,1,173.86
313,313,619,东方红产业升级混合,4,0.0241,0.1071,0.458,5,84.66
314,314,620,易方达现金增利货币A,3,0.0022,0.031,0.1176,1,4.58
315,315,621,易方达现金增利货币B,3,0.0024,0.0334,0.1257,1,294.44
316,316,625,诺安天天宝B,3,0.0021,0.0274,0.108,1,0.58
317,317,626,大成丰财宝货币A,3,0.002,0.0254,0.1002,2,0.14
318,318,627,大成丰财宝货币B,3,0.0022,0.0279,0.1082,2,142.27
319,319,628,大成高新技术产业股票,1,0.0205,0.2561,0.5144,4,6.29
320,320,634,富国天盛灵活配置基金,4,0.1016,0.3662,0.5612,5,3.27
321,321,638,富国富钱包货币,3,0.0021,0.0289,0.1101,2,366.31
322,322,639,宝盈祥瑞混合A,4,0.0081,-0.0272,-0.0206,5,0.25
323,323,640,诺安理财宝货币A,3,0.0019,0.0299,0.108,1,0.97
324,324,641,诺安理财宝货币B,3,0.0019,0.0299,0.108,1,48.27
325,325,642,汇添富货币C,3,0.0021,0.0281,0.1015,1,57.6
326,326,644,招商招金宝货币A,3,0.002,0.0222,0.0936,2,3.07
327,327,645,华夏薪金宝货币,3,0.0022,0.0288,0.108,1,136.34
328,328,646,华润元大医疗保健量化混合,4,0.0692,-0.0342,-0.1193,5,0.31
329,329,647,易方达财富快线货币A,3,0.0021,0.0289,0.1107,2,36.49
330,330,648,易方达财富快线货币B,3,0.0024,0.0314,0.1188,2,64.5
331,331,649,长城久鑫灵活配置,4,0.044,0.0185,0.0306,5,0.9
332,332,650,汇添富货币D,3,0.0022,0.0281,0.1015,1,16.49
333,333,651,招商招金宝货币B,3,0.002,0.0243,0.1012,2,6.16
334,334,652,博时裕隆灵活配置混合,4,0.0254,0.2782,0.2493,5,13.07
335,335,654,华商新锐产业混合,4,0.053,0.2118,-0.2293,5,22.0
336,336,655,鑫元稳利债券,2,0.0056,0.0286,0.0688,6,5.09
337,337,657,银华活钱宝货币A,3,0.0,0.0,0.006,2,0.0
338,338,658,银华活钱宝货币B,3,0.0,0.0,0.0068,2,0.0
339,339,659,银华活钱宝货币C,3,0.0,0.0,0.0088,2,0.0
340,340,660,银华活钱宝货币D,3,0.0,0.0,0.016,2,0.0
341,341,661,银华活钱宝货币E,3,0.0,0.0,0.0275,2,0.0
342,342,662,银华活钱宝货币F,3,0.0023,0.0311,0.1155,2,479.97
343,343,663,国投瑞银美丽中国混合,4,0.0938,0.2648,0.1518,5,2.93
344,344,664,国联安通盈混合A,4,0.0146,0.1049,0.1341,5,0.58
345,345,665,博时现金收益货币B,3,0.0022,0.0283,0.1038,2,33.94
346,346,667,工银绝对收益混合发起A,4,0.0117,0.0072,0.036,6,0.73
347,347,668,国寿安保尊享债券A,2,0.0071,0.0628,0.1246,6,12.42
