,客户编号,交易时间,交易金额,基金类型,基金编号
129,9788,2016-04-27 10:25:09,3993,货币型,1096.0
130,9789,2016-04-07 10:25:09,3675,定开债券,5995.0
131,9789,2016-04-27 10:25:09,3416,理财型,380010.0
132,9789,2016-04-27 10:25:09,3441,货币型,3402.0
133,9789,2016-04-07 10:25:09,3487,货币型,4493.0
134,9789,2016-04-07 10:25:09,3900,货币型,343.0
135,9789,2016-04-07 10:25:09,4075,股票指数,40002.0
136,9790,2016-04-27 10:25:09,4079,联接基金,40190.0
137,9790,2016-04-07 10:25:09,3457,定开债券,720.0
138,9790,2016-04-07 10:25:09,3416,QDII,460010.0
139,9790,2016-04-07 10:25:09,3465,定开债券,470089.0
140,9790,2016-04-07 10:25:09,4066,联接基金,6697.0
141,9790,2016-04-07 10:25:09,3999,QDII,460010.0
142,9791,2016-04-27 10:25:09,3872,理财型,40028.0
143,9791,2016-04-07 10:25:09,3681,理财型,470060.0
144,9791,2016-04-27 10:25:09,3748,联接基金,3766.0
145,9791,2016-04-07 10:25:09,3883,联接基金,240019.0
146,9791,2016-04-07 10:25:09,3920,混合-FOF,5157.0
147,9792,2016-04-07 10:25:09,3955,定开债券,3682.0
148,9792,2016-04-27 10:25:09,4068,定开债券,1860.0
149,9792,2016-04-07 10:25:09,3719,其他型,486.0
150,9792,2016-04-27 10:25:09,3552,货币型,1826.0
151,9792,2016-04-07 10:25:09,3549,定开债券,2781.0
152,9792,2016-04-27 10:25:09,3428,其他型,3385.0
153,9793,2016-04-07 10:25:09,3807,QDII,486001.0
154,9793,2016-04-27 10:25:09,3600,联接基金,3765.0
155,9793,2016-04-27 10:25:09,4075,定开债券,1859.0
156,9793,2016-04-07 10:25:09,3382,其他型,5101.0
157,9793,2016-04-27 10:25:09,3610,货币型,464.0
158,9794,2016-04-07 10:25:09,3794,货币型,150005.0
159,9794,2016-04-07 10:25:09,3524,QDII,486002.0
160,9794,2016-04-27 10:25:09,3457,QDII-指数,160140.0
161,9794,2016-04-27 10:25:09,4006,理财型,784.0
162,9794,2016-04-27 10:25:09,3668,货币型,4285.0
163,9795,2016-04-27 10:25:09,3681,货币型,710.0
164,9795,2016-04-07 10:25:09,3467,定开债券,221.0
165,9795,2016-04-07 10:25:09,3763,理财型,40028.0
166,9795,2016-04-07 10:25:09,3825,定开债券,160130.0
167,9795,2016-04-27 10:25:09,3694,QDII,2891.0
168,9795,2016-04-27 10:25:09,3962,混合-FOF,6291.0
169,9796,2016-04-07 10:25:09,3885,定开债券,161618.0
170,9796,2016-04-27 10:25:09,3625,货币型,343.0
171,9796,2016-04-07 10:25:09,3642,货币型,1251.0
172,9796,2016-04-07 10:25:09,3615,定开债券,4334.0
173,9796,2016-04-07 10:25:09,3590,货币型,4178.0
174,9796,2016-04-07 10:25:09,3685,联接基金,1455.0
175,9797,2016-04-27 10:25:09,3960,货币型,912.0
176,9797,2016-04-27 10:25:09,3690,理财型,70035.0
177,9797,2016-04-27 10:25:09,3419,货币型,9.0
178,9797,2016-04-07 10:25:09,3614,货币型,3479.0
179,9797,2016-04-07 10:25:09,3417,定开债券,329.0
180,9797,2016-04-27 10:25:09,4012,联接基金,2978.0
181,9798,2016-04-27 10:25:09,3746,联接基金,4433.0
182,9798,2016-04-07 10:25:09,4017,定开债券,2689.0
183,9798,2016-04-27 10:25:09,3747,定开债券,2705.0
184,9798,2016-04-07 10:25:09,3645,货币型,9.0
185,9798,2016-04-07 10:25:09,3643,定开债券,239.0
186,9799,2016-04-07 10:25:09,4053,联接基金,460220.0
187,9799,2016-04-07 10:25:09,3693,货币型,630012.0
188,9799,2016-04-07 10:25:09,3696,其他创新,3816.0
189,9799,2016-04-07 10:25:09,3416,定开债券,116.0
190,9799,2016-04-07 10:25:09,3932,其他型,6480.0
191,9799,2016-04-07 10:25:09,4003,QDII,3387.0
192,9800,2016-04-27 10:25:09,4034,货币型,2235.0
193,9800,2016-04-27 10:25:09,3932,定开债券,1859.0
194,9800,2016-04-07 10:25:09,4053,货币型,161608.0
195,9800,2016-04-07 10:25:09,4058,QDII,2877.0
196,9800,2016-04-27 10:25:09,3728,定开债券,360.0
197,9801,2016-04-07 10:25:09,3965,定开债券,161014.0
198,9801,2016-04-07 10:25:09,3681,联接基金,40180.0
199,9801,2016-04-27 10:25:09,3623,混合型,165317.0
200,9801,2016-04-27 10:25:09,3698,货币型,1929.0
201,9801,2016-04-27 10:25:09,3394,其他型,6127.0
202,9801,2016-04-27 10:25:09,3704,QDII,377016.0
203,9802,2016-04-27 10:25:09,3948,货币型,2855.0
204,9802,2016-04-27 10:25:09,3735,QDII-指数,519981.0
205,9802,2016-04-07 10:25:09,3523,货币型,2747.0
206,9802,2016-04-07 10:25:09,3718,理财型,360019.0
207,9802,2016-04-27 10:25:09,3831,其他创新,3816.0
208,9802,2016-04-27 10:25:09,3435,联接基金,4069.0
209,9803,2016-04-07 10:25:09,4030,定开债券,4334.0
210,9803,2016-04-27 10:25:09,3659,其他型,1041.0
211,9803,2016-04-27 10:25:09,3785,固定收益,92.0
212,9803,2016-04-07 10:25:09,3549,货币型,161608.0
213,9803,2016-04-27 10:25:09,3820,定开债券,1019.0
214,9803,2016-04-27 10:25:09,3807,QDII,100050.0
215,9804,2016-04-07 10:25:09,3879,定开债券,416.0
216,9804,2016-04-07 10:25:09,3907,货币型,2960.0
217,9804,2016-04-07 10:25:09,4070,理财型,809.0
218,9804,2016-04-07 10:25:09,3563,理财型,40029.0
219,9804,2016-04-27 10:25:09,3952,联接基金,217017.0
220,9804,2016-04-27 10:25:09,3420,定开债券,3126.0
221,9805,2016-04-07 10:25:09,3868,货币型,3402.0
222,9805,2016-04-27 10:25:09,3534,QDII,160923.0
223,9805,2016-04-07 10:25:09,3683,定开债券,3743.0
224,9805,2016-04-27 10:25:09,3527,货币型,3034.0
225,9805,2016-04-27 10:25:09,3718,联接基金,2963.0
226,9805,2016-04-07 10:25:09,3790,混合-FOF,6290.0
227,9806,2016-04-07 10:25:09,3486,货币型,1870.0
228,9806,2016-04-07 10:25:09,3599,定开债券,115.0
229,9806,2016-04-27 10:25:09,3643,联接基金,90012.0
230,9806,2016-04-07 10:25:09,3713,混合型,4989.0
231,9806,2016-04-27 10:25:09,3544,定开债券,519662.0
232,9806,2016-04-07 10:25:09,3973,股票指数,501057.0
233,9807,2016-04-27 10:25:09,3475,QDII,160723.0
234,9807,2016-04-27 10:25:09,3991,定开债券,3526.0
235,9807,2016-04-07 10:25:09,4087,联接基金,2984.0
236,9807,2016-04-27 10:25:09,3573,QDII,5699.0
237,9807,2016-04-07 10:25:09,4009,定开债券,222.0
238,9808,2016-04-07 10:25:09,3989,联接基金,2984.0
239,9808,2016-04-27 10:25:09,3744,货币型,161622.0
240,9808,2016-04-27 10:25:09,3652,货币型,1232.0
241,9808,2016-04-27 10:25:09,3816,其他型,519131.0
242,9808,2016-04-27 10:25:09,4038,定开债券,2947.0
243,9809,2016-04-07 10:25:09,3446,混合型,1454.0
244,9809,2016-04-27 10:25:09,3723,货币型,70008.0
245,9809,2016-04-07 10:25:09,3366,QDII-指数,4243.0
246,9809,2016-04-27 10:25:09,3358,联接基金,2656.0
247,9809,2016-04-27 10:25:09,3369,联接基金,6286.0
248,9809,2016-04-27 10:25:09,3819,货币型,4398.0
249,9810,2016-04-07 10:25:09,3836,定开债券,416.0
250,9810,2016-04-07 10:25:09,3466,定开债券,212.0
251,9810,2016-04-27 10:25:09,3815,QDII-指数,110031.0
252,9810,2016-04-07 10:25:09,3803,联接基金,216.0
253,9810,2016-04-07 10:25:09,4024,分级杠杆,150153.0
254,9811,2016-04-27 10:25:09,3468,债券型,519776.0
255,9811,2016-04-07 10:25:09,3650,定开债券,470089.0
256,9811,2016-04-27 10:25:09,3977,QDII,160923.0
257,9811,2016-04-27 10:25:09,3594,联接基金,6363.0
258,9811,2016-04-27 10:25:09,3554,QDII,320017.0
259,9811,2016-04-27 10:25:09,3918,混合-FOF,6292.0
260,9812,2016-04-07 10:25:09,3437,货币型,5122.0
261,9812,2016-04-07 10:25:09,3520,定开债券,361.0
262,9812,2016-04-27 10:25:09,3837,货币型,3391.0
263,9812,2016-04-27 10:25:09,3513,货币型,1095.0
264,9812,2016-04-07 10:25:09,3944,QDII-指数,6479.0
265,9812,2016-04-27 10:25:09,3756,定开债券,4803.0
266,9813,2016-04-27 10:25:09,3936,货币型,519505.0
267,9813,2016-04-07 10:25:09,3752,货币型,2788.0
268,9813,2016-04-27 10:25:09,3762,联接基金,110019.0
269,9813,2016-04-27 10:25:09,3973,理财型,485.0
270,9813,2016-04-27 10:25:09,3637,联接基金,160119.0
271,9814,2016-04-07 10:25:09,3637,其他型,3385.0
272,9814,2016-04-07 10:25:09,3358,定开债券,400.0
273,9814,2016-04-07 10:25:09,3797,其他型,519721.0
274,9814,2016-04-07 10:25:09,3592,货币型,773.0
275,9814,2016-04-07 10:25:09,3754,混合型,2515.0
276,9815,2016-04-07 10:25:09,3452,债券型,5654.0
277,9815,2016-04-07 10:25:09,4023,联接基金,460220.0
278,9815,2016-04-27 10:25:09,3976,联接基金,5813.0
279,9815,2016-04-27 10:25:09,3568,定开债券,289.0
280,9815,2016-04-07 10:25:09,3655,定开债券,519161.0
281,9816,2016-04-27 10:25:09,3947,联接基金,218.0
282,9816,2016-04-07 10:25:09,3936,联接基金,5830.0
283,9816,2016-04-07 10:25:09,3540,理财型,322.0
284,9816,2016-04-07 10:25:09,3843,联接基金,5229.0
285,9816,2016-04-07 10:25:09,3703,其他型,989.0
286,9817,2016-04-27 10:25:09,3932,货币型,3252.0
287,9817,2016-04-07 10:25:09,3906,其他创新,3816.0
288,9817,2016-04-27 10:25:09,3652,混合-FOF,6042.0
289,9817,2016-04-07 10:25:09,3773,联接基金,5789.0
290,9817,2016-04-27 10:25:09,3740,货币型,203.0
291,9817,2016-04-07 10:25:09,3667,混合-FOF,6295.0
292,9818,2016-04-07 10:25:09,3464,货币型,3588.0
293,9818,2016-04-27 10:25:09,3546,分级杠杆,150153.0
294,9818,2016-04-07 10:25:09,3849,货币型,1095.0
295,9818,2016-04-27 10:25:09,3553,定开债券,3092.0
296,9818,2016-04-27 10:25:09,3762,QDII,4161.0
297,9818,2016-04-07 10:25:09,3926,货币型,5148.0
298,9819,2016-04-27 10:25:09,3953,QDII,163208.0
299,9819,2016-04-27 10:25:09,3626,QDII,1063.0
300,9819,2016-04-27 10:25:09,3676,混合-FOF,6289.0
301,9819,2016-04-27 10:25:09,3367,QDII,3046.0
302,9819,2016-04-27 10:25:09,3465,股票指数,590007.0
303,9820,2016-04-07 10:25:09,3537,混合型,580003.0
304,9820,2016-04-27 10:25:09,4028,货币型,874.0
305,9820,2016-04-27 10:25:09,3929,货币型,681.0
306,9820,2016-04-27 10:25:09,3472,QDII,2426.0
307,9820,2016-04-07 10:25:09,3837,股票指数,180003.0
308,9820,2016-04-27 10:25:09,3525,货币型,3711.0
309,9821,2016-04-27 10:25:09,3769,定开债券,2830.0
310,9821,2016-04-27 10:25:09,3613,联接基金,5868.0
311,9821,2016-04-07 10:25:09,3794,货币型,2960.0
312,9821,2016-04-27 10:25:09,3888,联接基金,202017.0
313,9821,2016-04-27 10:25:09,3909,定开债券,2985.0
314,9821,2016-04-27 10:25:09,4053,联接基金,5813.0
315,9822,2016-04-27 10:25:09,3624,理财型,485122.0
316,9822,2016-04-07 10:25:09,3454,定开债券,268.0
317,9822,2016-04-27 10:25:09,3494,联接基金,202017.0
318,9822,2016-04-07 10:25:09,3461,理财型,471007.0
319,9822,2016-04-27 10:25:09,3854,货币型,638.0
320,9823,2016-04-07 10:25:09,3778,QDII,539001.0
321,9823,2016-04-07 10:25:09,3824,分级杠杆,318.0
322,9823,2016-04-07 10:25:09,3638,货币型,1812.0
323,9823,2016-04-27 10:25:09,3372,保本型,270.0
324,9823,2016-04-27 10:25:09,3452,QDII,3243.0
325,9824,2016-04-07 10:25:09,3796,货币型,4776.0
326,9824,2016-04-07 10:25:09,3734,定开债券,347.0
327,9824,2016-04-07 10:25:09,3487,QDII,6373.0
328,9824,2016-04-27 10:25:09,3541,QDII,161815.0
329,9824,2016-04-27 10:25:09,3483,联接基金,202021.0
330,9825,2016-04-27 10:25:09,3807,定开债券,2985.0
331,9825,2016-04-07 10:25:09,3362,QDII,378006.0
332,9825,2016-04-27 10:25:09,3810,QDII,501018.0
333,9825,2016-04-27 10:25:09,3426,货币型,1624.0
334,9825,2016-04-07 10:25:09,4003,定开债券,225.0
335,9825,2016-04-07 10:25:09,3568,股票指数,5279.0
336,9826,2016-04-27 10:25:09,4016,货币型,5058.0
337,9826,2016-04-27 10:25:09,3518,QDII-指数,519981.0
338,9826,2016-04-27 10:25:09,3909,定开债券,351.0
339,9826,2016-04-07 10:25:09,3693,定开债券,519051.0
340,9826,2016-04-07 10:25:09,3913,货币型,3585.0
341,9826,2016-04-07 10:25:09,3376,混合型,5140.0
342,9827,2016-04-27 10:25:09,3461,货币型,519878.0
343,9827,2016-04-07 10:25:09,3555,混合-FOF,6763.0
344,9827,2016-04-07 10:25:09,3821,股票指数,2236.0
345,9827,2016-04-07 10:25:09,3846,联接基金,6286.0
346,9827,2016-04-27 10:25:09,3606,定开债券,3682.0
347,9828,2016-04-07 10:25:09,3455,联接基金,248.0
348,9828,2016-04-07 10:25:09,3706,定开债券,351.0
349,9828,2016-04-27 10:25:09,3494,定开债券,100072.0
350,9828,2016-04-07 10:25:09,3348,定开债券,519662.0
351,9828,2016-04-27 10:25:09,3855,定开债券,166904.0
352,9828,2016-04-07 10:25:09,3839,QDII-指数,519981.0
353,9829,2016-04-07 10:25:09,3565,QDII,3387.0
354,9829,2016-04-07 10:25:09,3675,货币型,5098.0
355,9829,2016-04-27 10:25:09,4048,货币型,693.0
356,9829,2016-04-27 10:25:09,4032,股票指数,213010.0
357,9829,2016-04-27 10:25:09,3598,货币型,693.0
358,9829,2016-04-07 10:25:09,3895,联接基金,6131.0
359,9830,2016-04-27 10:25:09,3494,定开债券,246.0
360,9830,2016-04-07 10:25:09,4017,QDII-指数,110031.0
361,9830,2016-04-27 10:25:09,3559,定开债券,347.0
362,9830,2016-04-27 10:25:09,3939,QDII,5243.0
363,9830,2016-04-27 10:25:09,3930,其他型,341.0
364,9830,2016-04-07 10:25:09,3555,货币型,1529.0
365,9831,2016-04-27 10:25:09,3607,联接基金,519032.0
366,9831,2016-04-07 10:25:09,3697,定开债券,1546.0
367,9831,2016-04-27 10:25:09,3692,QDII,342.0
368,9831,2016-04-27 10:25:09,3576,定开债券,5641.0
369,9831,2016-04-27 10:25:09,3949,QDII,163813.0
370,9832,2016-04-07 10:25:09,3666,货币型,836.0
371,9832,2016-04-07 10:25:09,4020,货币型,759.0
372,9832,2016-04-07 10:25:09,4084,货币型,150005.0
373,9832,2016-04-27 10:25:09,3945,联接基金,5581.0
374,9832,2016-04-07 10:25:09,3826,混合-FOF,5157.0
375,9832,2016-04-07 10:25:09,3857,货币型,5092.0
376,9833,2016-04-07 10:25:09,3953,定开债券,163211.0
377,9833,2016-04-27 10:25:09,3727,货币型,270004.0
378,9833,2016-04-07 10:25:09,3745,货币型,620010.0
379,9833,2016-04-27 10:25:09,3854,联接基金,162711.0
380,9833,2016-04-07 10:25:09,3671,货币型,912.0
381,9833,2016-04-07 10:25:09,3753,QDII-指数,71.0
382,9834,2016-04-27 10:25:09,3785,固定收益,150152.0
383,9834,2016-04-27 10:25:09,3640,货币型,3317.0
384,9834,2016-04-27 10:25:09,3799,理财型,202305.0
385,9834,2016-04-27 10:25:09,4052,定开债券,86.0
386,9834,2016-04-27 10:25:09,3937,货币型,4210.0
387,9835,2016-04-07 10:25:09,3838,QDII,4998.0
388,9835,2016-04-07 10:25:09,3418,定开债券,5641.0
389,9835,2016-04-27 10:25:09,3664,混合型,1753.0
390,9835,2016-04-27 10:25:09,3974,股票指数,501306.0
391,9835,2016-04-07 10:25:09,3431,货币型,4865.0
392,9836,2016-04-07 10:25:09,3670,QDII-指数,118002.0
393,9836,2016-04-27 10:25:09,3820,理财型,485120.0
394,9836,2016-04-07 10:25:09,3985,QDII,2393.0
395,9836,2016-04-27 10:25:09,3954,联接基金,2977.0
396,9836,2016-04-07 10:25:09,3730,QDII,3464.0
397,9837,2016-04-27 10:25:09,3605,定开债券,501.0
398,9837,2016-04-27 10:25:09,3609,定开债券,347.0
399,9837,2016-04-27 10:25:09,3538,理财型,70035.0
400,9837,2016-04-27 10:25:09,4085,定开债券,3126.0
401,9837,2016-04-27 10:25:09,3867,定开债券,4063.0
402,9838,2016-04-27 10:25:09,3928,货币型,1929.0
403,9838,2016-04-27 10:25:09,3962,货币型,4261.0
404,9838,2016-04-07 10:25:09,3453,定开债券,5424.0
405,9838,2016-04-07 10:25:09,3477,定开债券,164702.0
406,9838,2016-04-27 10:25:09,3669,债券型,4907.0
407,9839,2016-04-27 10:25:09,4021,固定收益,92.0
408,9839,2016-04-27 10:25:09,3453,理财型,485122.0
409,9839,2016-04-27 10:25:09,3593,联接基金,4598.0
410,9839,2016-04-27 10:25:09,3483,联接基金,5873.0
411,9839,2016-04-07 10:25:09,3418,货币型,1234.0
412,9839,2016-04-07 10:25:09,3464,QDII,50015.0
413,9840,2016-04-07 10:25:09,3815,货币型,3474.0
414,9840,2016-04-07 10:25:09,3932,QDII-指数,162719.0
415,9840,2016-04-07 10:25:09,3882,QDII,539003.0
416,9840,2016-04-07 10:25:09,3977,定开债券,2985.0
417,9840,2016-04-27 10:25:09,3426,理财型,784.0
418,9840,2016-04-07 10:25:09,3780,定开债券,212.0
419,9841,2016-04-27 10:25:09,4019,混合-FOF,6305.0
420,9841,2016-04-07 10:25:09,3718,QDII,160719.0
421,9841,2016-04-07 10:25:09,3534,货币型,150988.0
422,9841,2016-04-07 10:25:09,3754,联接基金,257060.0
423,9841,2016-04-07 10:25:09,3838,货币型,730003.0
424,9841,2016-04-07 10:25:09,3509,QDII,290.0
425,9842,2016-04-27 10:25:09,3777,货币型,1240.0
426,9842,2016-04-27 10:25:09,3837,混合-FOF,6292.0
427,9842,2016-04-07 10:25:09,3736,货币型,4198.0
428,9842,2016-04-07 10:25:09,3610,定开债券,720.0
429,9842,2016-04-27 10:25:09,3770,QDII,4164.0
430,9842,2016-04-07 10:25:09,3726,QDII,262001.0
431,9843,2016-04-07 10:25:09,3928,货币型,3042.0
432,9843,2016-04-27 10:25:09,3778,货币型,1527.0
433,9843,2016-04-27 10:25:09,3717,货币型,210012.0
434,9843,2016-04-27 10:25:09,3452,混合-FOF,6290.0
435,9843,2016-04-07 10:25:09,3931,定开债券,166905.0
436,9843,2016-04-07 10:25:09,3879,货币型,1893.0
437,9844,2016-04-27 10:25:09,4011,货币型,829.0
438,9844,2016-04-27 10:25:09,3685,联接基金,2963.0
439,9844,2016-04-07 10:25:09,4016,货币型,4198.0
440,9844,2016-04-07 10:25:09,3585,理财型,690012.0
441,9844,2016-04-07 10:25:09,3712,货币型,5150.0
442,9845,2016-04-27 10:25:09,3569,QDII-指数,160213.0
443,9845,2016-04-07 10:25:09,3432,货币型,686.0
444,9845,2016-04-07 10:25:09,3631,定开债券,2740.0
445,9845,2016-04-27 10:25:09,3694,其他型,501300.0
446,9845,2016-04-27 10:25:09,3550,货币型,1177.0
447,9846,2016-04-07 10:25:09,3907,QDII,206011.0
448,9846,2016-04-27 10:25:09,4065,定开债券,3093.0
449,9846,2016-04-07 10:25:09,3400,货币型,161622.0
450,9846,2016-04-07 10:25:09,3810,QDII-指数,5613.0
451,9846,2016-04-27 10:25:09,3864,联接基金,87.0
452,9847,2016-04-07 10:25:09,3425,股票指数,826.0
453,9847,2016-04-27 10:25:09,3791,货币型,2828.0
454,9847,2016-04-27 10:25:09,3525,QDII,160216.0
455,9847,2016-04-07 10:25:09,4056,定开债券,160134.0
456,9847,2016-04-07 10:25:09,3404,定开债券,416.0
