,用户编码,用户类型,性别,开户时长,帐户余额,年龄,基金代码,基金类型,投资时间,投资金额,投资方式,手续费
81,3,C2,女,33,93152,44,124,混合型,2018-03-04,7364,认购,1179
82,3,C2,女,33,93152,44,58,混合型,2018-06-21,9337,认购,448
83,3,C2,女,33,93152,44,592,股票型,2018-05-14,6847,认购,653
84,3,C2,女,33,93152,44,367,混合型,2018-07-15,5241,认购,845
85,3,C2,女,33,93152,44,1672,股票型,2018-02-09,5599,认购,764
86,3,C2,女,33,93152,44,2229,股票型,2018-07-22,8205,认购,548
87,4,C1,女,24,45903,40,1162,股票型,2018-02-08,3739,认购,989
88,4,C1,女,24,45903,40,1915,股票型,2018-08-15,4695,其他,1012
89,4,C1,女,24,45903,40,1105,股票型,2018-05-03,3009,定投,1095
90,4,C1,女,24,45903,40,996,股票型,2018-01-27,3023,其他,756
91,4,C1,女,24,45903,40,1825,股票型,2018-05-10,3116,认购,634
92,4,C1,女,24,45903,40,3233,股票型,2018-07-21,3762,申购,744
93,4,C1,女,24,45903,40,2121,股票型,2018-03-21,4911,申购,955
94,4,C1,女,24,45903,40,1542,股票型,2018-07-16,3101,定投,859
95,4,C1,女,24,45903,40,913,股票型,2018-02-20,4926,认购,792
96,4,C1,女,24,45903,40,1178,股票型,2018-04-18,3513,定投,1155
97,4,C1,女,24,45903,40,867,股票型,2018-04-17,5042,定投,865
98,4,C1,女,24,45903,40,1917,股票型,2018-06-06,4720,定投,1011
99,4,C1,女,24,45903,40,1637,股票型,2018-07-28,2958,申购,1150
100,4,C1,女,24,45903,40,120,混合型,2018-07-26,3691,定投,1181
101,4,C1,女,24,45903,40,1167,股票型,2018-05-04,2791,定投,915
102,4,C1,女,24,45903,40,978,股票型,2018-03-06,3408,认购,956
103,4,C1,女,24,45903,40,2334,股票型,2018-01-31,4863,申购,940
104,4,C1,女,24,45903,40,1718,股票型,2018-02-17,2898,认购,787
105,4,C1,女,24,45903,40,831,股票型,2018-07-28,4096,认购,970
106,4,C1,女,24,45903,40,1054,股票型,2018-08-15,4160,定投,637
107,4,C1,女,24,45903,40,1072,股票型,2018-04-09,2605,认购,964
108,4,C1,女,24,45903,40,592,股票型,2018-01-08,4336,申购,957
109,4,C1,女,24,45903,40,1626,股票型,2018-05-10,5045,定投,924
110,4,C1,女,24,45903,40,1764,股票型,2018-06-19,2881,申购,790
111,4,C1,女,24,45903,40,3053,股票型,2018-02-21,4557,其他,956
112,4,C1,女,24,45903,40,2872,股票型,2018-08-23,2817,认购,602
113,4,C1,女,24,45903,40,3299,股票型,2018-02-28,4647,认购,924
114,4,C1,女,24,45903,40,2952,股票型,2018-06-09,3389,定投,1100
115,4,C1,女,24,45903,40,971,股票型,2018-02-13,4975,认购,1108
116,5,C3,男,31,51382,40,220,混合型,2018-03-01,1858,申购,899
117,5,C3,男,31,51382,40,21,混合型,2018-05-02,3001,认购,754
118,5,C3,男,31,51382,40,308,混合型,2018-08-25,3006,申购,367
119,5,C3,男,31,51382,40,308,混合型,2018-07-19,1520,定投,716
120,5,C3,男,31,51382,40,220,混合型,2018-01-13,1978,定投,894
121,5,C3,男,31,51382,40,893,股票型,2018-08-24,1860,定投,318
122,5,C3,男,31,51382,40,339,混合型,2018-07-02,2759,定投,624
123,5,C3,男,31,51382,40,166,混合型,2018-04-07,3222,其他,861
124,5,C3,男,31,51382,40,241,混合型,2018-04-19,2158,申购,640
125,5,C3,男,31,51382,40,17,混合型,2018-08-02,3693,申购,625
126,5,C3,男,31,51382,40,2387,股票型,2018-02-13,3620,申购,646
127,5,C3,男,31,51382,40,1579,股票型,2018-06-27,2908,定投,664
128,5,C3,男,31,51382,40,72,混合型,2018-08-26,3363,其他,585
129,5,C3,男,31,51382,40,308,混合型,2018-03-15,3574,申购,453
130,5,C3,男,31,51382,40,559,货币型,2018-07-30,2310,定投,543
131,5,C3,男,31,51382,40,398,混合型,2018-03-30,2516,申购,590
132,5,C3,男,31,51382,40,196,混合型,2018-03-09,2515,申购,455
133,5,C3,男,31,51382,40,1105,股票型,2018-01-19,2393,其他,659
134,5,C3,男,31,51382,40,1223,股票型,2018-07-14,3199,定投,900
135,6,C1,女,23,41005,40,1166,股票型,2018-04-05,2813,申购,835
136,6,C1,女,23,41005,40,711,股票型,2018-03-20,2849,认购,809
137,6,C1,女,23,41005,40,1008,股票型,2018-03-11,4509,申购,806
138,6,C1,女,23,41005,40,586,股票型,2018-08-19,3322,认购,685
139,6,C1,女,23,41005,40,780,股票型,2018-06-28,2638,定投,734
140,6,C1,女,23,41005,40,1042,股票型,2018-01-12,4885,其他,863
141,6,C1,女,23,41005,40,1678,股票型,2018-08-08,3773,定投,640
142,6,C1,女,23,41005,40,3312,股票型,2018-03-16,3467,定投,714
143,6,C1,女,23,41005,40,960,股票型,2018-03-21,3939,认购,1193
144,6,C1,女,23,41005,40,1008,股票型,2018-08-07,4884,认购,1115
145,6,C1,女,23,41005,40,1577,股票型,2018-08-13,4604,申购,747
146,6,C1,女,23,41005,40,697,股票型,2018-01-20,2865,申购,1056
147,6,C1,女,23,41005,40,854,股票型,2018-04-07,4295,其他,823
148,6,C1,女,23,41005,40,696,股票型,2018-08-04,3939,申购,785
149,6,C1,女,23,41005,40,1186,股票型,2018-01-01,3553,其他,713
150,6,C1,女,23,41005,40,3054,股票型,2018-08-15,4695,其他,696
151,6,C1,女,23,41005,40,1705,股票型,2018-02-07,4565,认购,674
152,6,C1,女,23,41005,40,1663,股票型,2018-06-07,4450,定投,843
153,6,C1,女,23,41005,40,1223,股票型,2018-04-18,4371,认购,717
154,6,C1,女,23,41005,40,120,混合型,2018-04-12,2820,认购,1105
155,6,C1,女,23,41005,40,3492,股票型,2018-02-10,3763,认购,681
156,6,C1,女,23,41005,40,1877,股票型,2018-06-30,4413,认购,757
157,6,C1,女,23,41005,40,1736,股票型,2018-06-04,4632,申购,609
158,6,C1,女,23,41005,40,1188,股票型,2018-05-23,4062,申购,888
159,6,C1,女,23,41005,40,1718,股票型,2018-04-26,4186,认购,882
160,6,C1,女,23,41005,40,867,股票型,2018-04-04,3892,认购,946
161,6,C1,女,23,41005,40,1223,股票型,2018-01-31,2661,认购,679
162,6,C1,女,23,41005,40,1577,股票型,2018-04-18,4366,认购,840
163,7,C1,男,27,45070,43,1409,股票型,2018-07-26,4066,申购,1185
164,7,C1,男,27,45070,43,1410,股票型,2018-08-06,5058,定投,792
165,7,C1,男,27,45070,43,761,股票型,2018-03-31,4655,申购,822
166,7,C1,男,27,45070,43,1223,股票型,2018-01-25,3283,认购,640
167,7,C1,男,27,45070,43,3312,股票型,2018-03-10,4877,认购,905
168,7,C1,男,27,45070,43,1915,股票型,2018-03-31,3964,申购,672
169,7,C1,男,27,45070,43,1163,股票型,2018-06-12,4533,定投,895
170,7,C1,男,27,45070,43,2121,股票型,2018-06-14,3249,定投,1199
171,7,C1,男,27,45070,43,831,股票型,2018-07-14,4902,定投,1132
172,7,C1,男,27,45070,43,974,股票型,2018-06-01,4191,申购,1092
173,7,C1,男,27,45070,43,586,股票型,2018-07-02,3113,申购,840
174,7,C1,男,27,45070,43,1040,股票型,2018-07-27,3420,申购,1067
175,7,C1,男,27,45070,43,1696,股票型,2018-04-18,3968,定投,901
176,7,C1,男,27,45070,43,1638,股票型,2018-04-15,3074,其他,748
177,7,C1,男,27,45070,43,1188,股票型,2018-01-25,3087,认购,1159
178,7,C1,男,27,45070,43,688,股票型,2018-08-09,3119,认购,822
179,7,C1,男,27,45070,43,866,股票型,2018-08-28,3395,其他,851
180,7,C1,男,27,45070,43,1663,股票型,2018-07-08,2902,定投,1062
181,7,C1,男,27,45070,43,711,股票型,2018-04-14,4724,定投,691
182,7,C1,男,27,45070,43,2595,股票型,2018-07-10,3527,定投,711
183,7,C1,男,27,45070,43,471,股票型,2018-06-09,4536,申购,883
184,7,C1,男,27,45070,43,1178,股票型,2018-02-14,2879,认购,830
185,7,C1,男,27,45070,43,586,股票型,2018-03-19,2702,定投,950
186,7,C1,男,27,45070,43,362,混合型,2018-01-02,5078,申购,925
187,7,C1,男,27,45070,43,1714,股票型,2018-04-15,3754,申购,684
188,7,C1,男,27,45070,43,1223,股票型,2018-06-11,4083,申购,628
189,7,C1,男,27,45070,43,1703,股票型,2018-05-02,2926,定投,1131
190,7,C1,男,27,45070,43,2121,股票型,2018-04-07,3074,认购,1033
191,7,C1,男,27,45070,43,1416,股票型,2018-04-04,4063,认购,714
192,7,C1,男,27,45070,43,2300,股票型,2018-08-15,3874,认购,637
193,7,C1,男,27,45070,43,1975,股票型,2018-05-12,3828,认购,871
194,7,C1,男,27,45070,43,2861,股票型,2018-02-25,3485,申购,986
195,8,C2,男,35,91619,46,1245,股票型,2018-08-23,6975,认购,939
196,8,C2,男,35,91619,46,3232,股票型,2018-03-19,6974,认购,840
197,8,C2,男,35,91619,46,362,混合型,2018-03-22,7079,认购,1065
198,8,C2,男,35,91619,46,63,混合型,2018-01-24,6470,认购,472
199,8,C2,男,35,91619,46,195,混合型,2018-02-19,9701,认购,615
200,8,C2,男,35,91619,46,327,混合型,2018-02-24,9328,认购,995
201,8,C2,男,35,91619,46,367,混合型,2018-08-21,7735,认购,771
202,8,C2,男,35,91619,46,1178,股票型,2018-06-16,9687,认购,597
203,8,C2,男,35,91619,46,136,混合型,2018-04-10,4749,认购,1055
204,8,C2,男,35,91619,46,215,混合型,2018-05-11,7524,认购,1021
205,8,C2,男,35,91619,46,83,混合型,2018-04-20,8225,认购,556
206,8,C2,男,35,91619,46,3233,股票型,2018-05-02,9186,认购,405
207,8,C2,男,35,91619,46,398,混合型,2018-01-30,7603,认购,619
208,8,C2,男,35,91619,46,195,混合型,2018-05-23,8121,认购,442
209,8,C2,男,35,91619,46,17,混合型,2018-06-18,7855,认购,1043
210,8,C2,男,35,91619,46,327,混合型,2018-01-24,6564,认购,578
211,8,C2,男,35,91619,46,696,股票型,2018-04-11,8856,认购,546
212,8,C2,男,35,91619,46,56,混合型,2018-08-25,9747,认购,960
213,9,C1,男,24,45390,40,3069,股票型,2018-02-21,3224,认购,624
214,9,C1,男,24,45390,40,925,股票型,2018-08-20,2713,申购,687
215,9,C1,男,24,45390,40,1070,股票型,2018-01-11,4914,认购,693
216,9,C1,男,24,45390,40,2595,股票型,2018-05-19,4463,认购,775
217,9,C1,男,24,45390,40,1707,股票型,2018-08-22,2992,认购,828
218,9,C1,男,24,45390,40,1685,股票型,2018-04-08,3018,定投,992
219,9,C1,男,24,45390,40,3416,股票型,2018-05-30,2830,认购,852
220,9,C1,男,24,45390,40,2229,股票型,2018-07-30,3730,认购,884
221,9,C1,男,24,45390,40,1042,股票型,2018-08-05,3809,其他,692
222,9,C1,男,24,45390,40,3069,股票型,2018-08-19,4238,定投,902
223,9,C1,男,24,45390,40,1764,股票型,2018-01-08,3442,认购,1134
224,9,C1,男,24,45390,40,471,股票型,2018-03-08,2623,申购,869
225,9,C1,男,24,45390,40,1313,股票型,2018-01-07,4370,认购,1078
226,9,C1,男,24,45390,40,2872,股票型,2018-02-02,4992,申购,1011
227,9,C1,男,24,45390,40,1672,股票型,2018-07-16,4727,定投,712
228,9,C1,男,24,45390,40,756,股票型,2018-07-18,5002,认购,783
229,9,C1,男,24,45390,40,1645,股票型,2018-03-16,2744,申购,604
230,9,C1,男,24,45390,40,1167,股票型,2018-04-18,4688,认购,908
231,9,C1,男,24,45390,40,1050,股票型,2018-08-03,3272,申购,709
232,9,C1,男,24,45390,40,3622,股票型,2018-06-05,3052,认购,736
233,9,C1,男,24,45390,40,1042,股票型,2018-05-24,3212,认购,958
234,9,C1,男,24,45390,40,2300,股票型,2018-03-31,2765,定投,603
235,9,C1,男,24,45390,40,996,股票型,2018-05-20,3763,认购,706
236,9,C1,男,24,45390,40,1409,股票型,2018-06-04,2870,申购,1049
237,9,C1,男,24,45390,40,1097,股票型,2018-03-19,3230,认购,766
238,9,C1,男,24,45390,40,3312,股票型,2018-04-04,3682,认购,1161
239,9,C1,男,24,45390,40,2595,股票型,2018-03-06,3747,定投,962
240,9,C1,男,24,45390,40,1956,股票型,2018-04-11,2769,定投,955
241,10,C1,女,24,46763,44,1725,股票型,2018-05-21,3382,认购,1047
242,10,C1,女,24,46763,44,1193,股票型,2018-02-05,3800,定投,1026
243,10,C1,女,24,46763,44,1825,股票型,2018-01-26,3497,定投,757
244,10,C1,女,24,46763,44,893,股票型,2018-02-20,4594,定投,868
245,10,C1,女,24,46763,44,1162,股票型,2018-02-05,3475,申购,746
246,10,C1,女,24,46763,44,1186,股票型,2018-02-27,2804,申购,676
247,10,C1,女,24,46763,44,577,股票型,2018-02-27,3809,申购,658
248,10,C1,女,24,46763,44,1825,股票型,2018-02-08,3665,定投,722
249,10,C1,女,24,46763,44,1790,股票型,2018-02-14,4114,认购,946
250,10,C1,女,24,46763,44,1054,股票型,2018-08-23,4172,其他,1006
251,10,C1,女,24,46763,44,974,股票型,2018-07-12,3281,定投,1123
252,10,C1,女,24,46763,44,1193,股票型,2018-01-07,4336,认购,749
253,10,C1,女,24,46763,44,1188,股票型,2018-01-25,2693,认购,672
254,10,C1,女,24,46763,44,3191,股票型,2018-01-27,3728,认购,661
255,10,C1,女,24,46763,44,3054,股票型,2018-02-02,3073,认购,693
256,10,C1,女,24,46763,44,1685,股票型,2018-06-29,4576,申购,732
257,10,C1,女,24,46763,44,1579,股票型,2018-06-07,4948,认购,730
258,10,C1,女,24,46763,44,688,股票型,2018-06-10,4029,定投,733
259,10,C1,女,24,46763,44,219,混合型,2018-02-14,3698,申购,1185
260,10,C1,女,24,46763,44,1637,股票型,2018-05-25,2831,认购,681
261,10,C1,女,24,46763,44,1476,股票型,2018-04-25,3284,申购,1172
262,10,C1,女,24,46763,44,1766,股票型,2018-01-27,4191,申购,872
263,10,C1,女,24,46763,44,1717,股票型,2018-03-15,4750,定投,1005
264,10,C1,女,24,46763,44,1195,股票型,2018-06-19,2920,认购,896
265,10,C1,女,24,46763,44,1409,股票型,2018-06-28,3184,申购,1028
266,10,C1,女,24,46763,44,3299,股票型,2018-04-22,3169,其他,833
267,10,C1,女,24,46763,44,1719,股票型,2018-06-25,4047,认购,731
268,10,C1,女,24,46763,44,1028,股票型,2018-08-24,3099,认购,665
269,10,C1,女,24,46763,44,1028,股票型,2018-07-02,4357,申购,999
270,10,C1,女,24,46763,44,1764,股票型,2018-06-15,4700,其他,924
271,10,C1,女,24,46763,44,1072,股票型,2018-02-15,3799,认购,956
272,11,C1,女,26,50978,44,513,股票型,2018-01-21,3829,认购,1054
273,11,C1,女,26,50978,44,3191,股票型,2018-06-26,4474,其他,602
274,11,C1,女,26,50978,44,2980,股票型,2018-01-21,2543,认购,794
275,11,C1,女,26,50978,44,1473,股票型,2018-05-09,3824,认购,701
276,11,C1,女,26,50978,44,1208,股票型,2018-08-31,4740,认购,1076
277,11,C1,女,26,50978,44,1043,股票型,2018-04-12,3272,其他,1189
278,11,C1,女,26,50978,44,3622,股票型,2018-07-31,4574,其他,773
279,11,C1,女,26,50978,44,3312,股票型,2018-07-16,3690,申购,619
280,11,C1,女,26,50978,44,1877,股票型,2018-04-29,3484,申购,958
281,11,C1,女,26,50978,44,780,股票型,2018-02-07,4911,认购,669
282,11,C1,女,26,50978,44,2872,股票型,2018-05-04,4278,定投,1021
283,11,C1,女,26,50978,44,1,混合型,2018-01-27,5045,定投,1015
284,11,C1,女,26,50978,44,1714,股票型,2018-06-07,3861,定投,753
285,11,C1,女,26,50978,44,1643,股票型,2018-03-03,4904,申购,1083
286,11,C1,女,26,50978,44,955,股票型,2018-03-12,2592,认购,754
287,11,C1,女,26,50978,44,1651,股票型,2018-08-14,4718,认购,1143
288,11,C1,女,26,50978,44,2871,股票型,2018-07-24,2962,定投,942
289,11,C1,女,26,50978,44,398,混合型,2018-02-12,3461,定投,846
290,11,C1,女,26,50978,44,1104,股票型,2018-04-29,4082,认购,654
291,11,C1,女,26,50978,44,867,股票型,2018-01-15,4754,认购,656
292,11,C1,女,26,50978,44,696,股票型,2018-01-13,4989,申购,710
293,11,C1,女,26,50978,44,1616,股票型,2018-07-11,4338,认购,860
294,11,C1,女,26,50978,44,1193,股票型,2018-06-06,2545,认购,930
295,11,C1,女,26,50978,44,1677,股票型,2018-01-17,4230,认购,719
296,11,C1,女,26,50978,44,688,股票型,2018-02-21,4114,定投,606
297,11,C1,女,26,50978,44,913,股票型,2018-08-03,3507,认购,935
298,11,C1,女,26,50978,44,1638,股票型,2018-04-12,3380,定投,789
299,11,C1,女,26,50978,44,513,股票型,2018-02-17,3882,申购,737
300,11,C1,女,26,50978,44,3190,股票型,2018-02-01,3123,定投,635
301,11,C1,女,26,50978,44,913,股票型,2018-03-28,4808,申购,641
302,12,C3,女,34,45665,42,83,混合型,2018-01-22,2457,申购,363
303,12,C3,女,34,45665,42,66,混合型,2018-01-23,1546,定投,762
304,12,C3,女,34,45665,42,172,混合型,2018-08-20,2255,申购,369
305,12,C3,女,34,45665,42,916,股票型,2018-03-01,3407,定投,807
306,12,C3,女,34,45665,42,1245,股票型,2018-05-02,3210,申购,613
307,12,C3,女,34,45665,42,263,混合型,2018-07-07,3661,定投,320
308,12,C3,女,34,45665,42,780,股票型,2018-02-06,2568,申购,832
309,12,C3,女,34,45665,42,3191,股票型,2018-07-05,3708,其他,364
310,12,C3,女,34,45665,42,127,混合型,2018-06-25,3435,申购,573
311,12,C3,女,34,45665,42,259,混合型,2018-02-06,2946,其他,406
312,12,C3,女,34,45665,42,3191,股票型,2018-01-01,2464,定投,760
313,12,C3,女,34,45665,42,363,混合型,2018-02-19,2999,申购,342
314,12,C3,女,34,45665,42,1404,股票型,2018-02-05,1604,其他,347
315,12,C3,女,34,45665,42,339,混合型,2018-01-23,2718,其他,838
316,12,C3,女,34,45665,42,242,混合型,2018-06-21,3014,其他,719
317,12,C3,女,34,45665,42,314,混合型,2018-08-01,1583,定投,441
318,12,C3,女,34,45665,42,1193,股票型,2018-01-28,1562,申购,663
319,12,C3,女,34,45665,42,1707,股票型,2018-02-12,1986,其他,609
320,12,C3,女,34,45665,42,707,货币型,2018-08-11,2369,申购,593
321,13,C1,男,23,50731,44,2334,股票型,2018-04-13,3644,认购,755
322,13,C1,男,23,50731,44,1521,股票型,2018-05-14,4510,申购,806
323,13,C1,男,23,50731,44,1245,股票型,2018-01-05,3747,申购,654
324,13,C1,男,23,50731,44,1496,股票型,2018-08-03,4683,申购,1041
325,13,C1,男,23,50731,44,1692,股票型,2018-08-31,3577,申购,1019
326,13,C1,男,23,50731,44,309,股票型,2018-02-12,3010,申购,906
327,13,C1,男,23,50731,44,1637,股票型,2018-02-25,3738,认购,717
328,13,C1,男,23,50731,44,1028,股票型,2018-06-26,3155,定投,717
329,13,C1,男,23,50731,44,1158,股票型,2018-04-29,2879,认购,705
330,13,C1,男,23,50731,44,996,股票型,2018-07-03,4304,申购,788
331,13,C1,男,23,50731,44,2980,股票型,2018-07-07,2763,申购,836
332,13,C1,男,23,50731,44,2871,股票型,2018-06-12,3382,申购,748
333,13,C1,男,23,50731,44,82,股票型,2018-02-03,2669,申购,741
334,13,C1,男,23,50731,44,1707,股票型,2018-02-10,3895,申购,935
335,13,C1,男,23,50731,44,577,股票型,2018-06-12,4498,定投,716
336,13,C1,男,23,50731,44,985,股票型,2018-05-13,3468,认购,649
337,13,C1,男,23,50731,44,778,股票型,2018-01-22,3657,认购,1120
338,13,C1,男,23,50731,44,1158,股票型,2018-06-11,4705,申购,748
339,13,C1,男,23,50731,44,916,股票型,2018-04-13,2609,认购,872
340,13,C1,男,23,50731,44,586,股票型,2018-01-28,5006,定投,781
341,13,C1,男,23,50731,44,82,股票型,2018-05-04,2966,认购,827
342,13,C1,男,23,50731,44,2334,股票型,2018-06-12,3169,申购,894
343,13,C1,男,23,50731,44,746,股票型,2018-04-09,4022,定投,928
344,13,C1,男,23,50731,44,63,混合型,2018-07-08,4368,认购,787
345,13,C1,男,23,50731,44,925,股票型,2018-03-07,4808,其他,781
346,13,C1,男,23,50731,44,1009,股票型,2018-03-01,3878,申购,1081
347,13,C1,男,23,50731,44,1044,股票型,2018-06-18,2688,申购,727
348,13,C1,男,23,50731,44,1404,股票型,2018-04-07,4500,其他,1153
349,13,C1,男,23,50731,44,803,股票型,2018-04-17,3506,定投,937
350,13,C1,男,23,50731,44,831,股票型,2018-01-22,2983,申购,909
351,13,C1,男,23,50731,44,1104,股票型,2018-03-31,2876,申购,1010
352,14,C3,女,34,51377,40,21,混合型,2018-01-06,2037,其他,829
353,14,C3,女,34,51377,40,1,混合型,2018-07-10,2015,其他,660
354,14,C3,女,34,51377,40,294,混合型,2018-02-10,2553,定投,666
355,14,C3,女,34,51377,40,31,混合型,2018-07-03,2029,认购,481
356,14,C3,女,34,51377,40,20,混合型,2018-03-08,2090,其他,810
357,14,C3,女,34,51377,40,398,混合型,2018-07-10,1616,其他,875
358,14,C3,女,34,51377,40,913,股票型,2018-05-03,3406,定投,888
359,14,C3,女,34,51377,40,577,股票型,2018-04-20,1633,认购,726
360,14,C3,女,34,51377,40,121,混合型,2018-01-15,2237,定投,344
361,14,C3,女,34,51377,40,1764,股票型,2018-01-20,2118,定投,754
362,14,C3,女,34,51377,40,1719,股票型,2018-03-18,3673,定投,671
363,14,C3,女,34,51377,40,354,混合型,2018-03-20,2199,其他,470
364,14,C3,女,34,51377,40,294,混合型,2018-08-12,3195,其他,324
365,14,C3,女,34,51377,40,242,混合型,2018-02-18,2772,其他,440
366,14,C3,女,34,51377,40,264,混合型,2018-08-01,2668,其他,692
367,14,C3,女,34,51377,40,209,混合型,2018-02-27,1743,申购,594
368,14,C3,女,34,51377,40,196,混合型,2018-07-14,1519,其他,486
369,14,C3,女,34,51377,40,1877,股票型,2018-03-13,2744,申购,805
