id,基金编号(此值唯一),名称,简称,拼音,成立时间,类型,成立资产,供应商,银行,历史,投资类型,目标,最低购买金额,投资范围,最低购买份额,基金经理,基金经理主页,基金页面,用于计算配比的值
5580,7404,华宝沪深300指数增强型发起式证券投资基金,华宝300C,HBHS300ZSZQC,2019-05-24,股票指数,0,华宝基金管理有限公司,农业银行,,开放式,"本基金为沪深300指数增强型基金,在实现对沪深300指数有效跟踪的基础上,通过数量化的方法进行积极的组合配置和管理,力争实现稳定的优于标的指数的投资收益,追求基金资产的长期增值。",100,"本基金的投资范围为具有良好流动性的金融工具,包括国内依法发行上市的股票(包含中小板、创业板及其他经中国证监会核准上市的股票)、债券(含国债、央行票据、金融债券、企业债券、公司债券、中期票据、短期融资券、超短期融资券、次级债券、政府支持机构债、政府支持债券、地方政府债、可转换债券、分离交易可转债、可交换债券及其他经中国证监会允许投资的债券)、资产支持证券、货币市场工具、权证、股指期货以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。
本基金可以参与融资和转融通证券出借业务。",1,徐林明,http://fund.eastmoney.com/manager/30052616.html,,0
5396,7088,民生加银恒裕债券型证券投资基金,民生恒裕,MSHY,2019-05-23,债券型,208020170.6,民生加银基金管理有限公司,上海浦东发展银行股份有限公司,本基金的募集申请已获2019年1月15日中国证监会证监许可[2019]83号文注册。本基金将自2019年3月11日至2019年5月10日止，通过公司直销柜台及网上交易系统进行公开发售。本基金的基金管理人：民生加银基金管理有限公司；基金托管人：上海浦东发展银行股份有限公司；注册登记机构：民生加银基金管理有限公司。,开放式,本基金在综合考虑基金资产收益性、安全性、流动性和严格控制风险的基础上，通过积极主动的投资管理，力争实现超过业绩比较基准的投资收益。,0,"本基金的投资范围为具有良好流动性的金融工具，包括债券（包括国债、金融债券、中央银行票据、企业债券、公司债券、中期票据、中小企业私募债、短期融资券及超级短期融资券、次级债、政府机构债、地方政府债）、资产支持证券、债券回购、银行存款、同业存单、货币市场工具、现金等金融工具，以及法律法规或中国证监会允许基金投资的其他品种（但须符合中国证监会的相关规定）。
    本基金不买入股票、权证等资产。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围，并可依据届时有效的法律法规适时合理地调整投资范围。
    基金的投资组合比例为：本基金投资于债券资产的比例不低于基金资产的80%，保持现金或者到期日在一年以内的政府债券投资比例合计不低于基金资产净值的5%，前述现金资产不包括结算备付金、存出保证金、应收申购款等。",100,胡振仓,http://quote.cfi.cn/manager.aspx?jjjl=%e8%83%a1%e6%8c%af%e4%bb%9320030101,,0
5554,7358,新疆前海联合泳益纯债债券型证券投资基金A类,前海联合泳益A,QHLHYYA,2019-05-23,债券型,55000505.91,新疆前海联合基金管理有限公司,中国光大银行股份有限公司,本基金的募集已于2019年04月12日获中国证监会证监许可[2019]710号文准予注册。本基金自2019年05月13日至2019年05月31日，通过直销柜台和直销网上交易平台（目前仅对个人投资者开通）进行公开发售。本基金的基金管理人：新疆前海联合基金管理有限公司；基金托管人：中国光大银行股份有限公司；注册登记机构：新疆前海联合基金管理有限公司。,开放式,本基金在严格控制投资组合风险的前提下，通过积极主动的资产配置，力争获得超越业绩比较基准的收益。,0,"本基金的投资范围为具有良好流动性的金融工具，包括国内依法发行和上市交易的国债、政府支持机构债券、政府支持债券、金融债、地方政府债、企业债、公司债（含证券公司短期公司债券）、可分离交易可转债的纯债部分、央行票据、中期票据、短期融资券、超级短期融资券、资产支持证券、公开发行的次级债、债券回购、银行存款（包括协议存款、定期存款及其他银行存款）、同业存单、国债期货等法律法规或中国证监会允许基金投资的其他金融工具和货币市场工具（但须符合中国证监会的相关规定）。
    本基金不投资于股票，也不投资于可转换债券（可分离交易可转债的纯债部分除外）、可交换债券。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%；每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，本基金持有现金或者到期日在一年以内的政府债券投资比例不低于基金资产净值的5%，其中现金不包括结算备付金、存出保证金及应收申购款等。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。",0,张雅洁,http://quote.cfi.cn/manager.aspx?jjjl=%e5%bc%a0%e9%9b%85%e6%b4%8120090101,,0
5555,7359,新疆前海联合泳益纯债债券型证券投资基金C类,前海联合泳益C,QHLHYYC,2019-05-23,债券型,147001998.3,新疆前海联合基金管理有限公司,中国光大银行股份有限公司,本基金的募集已于2019年04月12日获中国证监会证监许可[2019]710号文准予注册。本基金自2019年05月13日至2019年05月31日，通过直销柜台和直销网上交易平台（目前仅对个人投资者开通）进行公开发售。本基金的基金管理人：新疆前海联合基金管理有限公司；基金托管人：中国光大银行股份有限公司；注册登记机构：新疆前海联合基金管理有限公司。,开放式,本基金在严格控制投资组合风险的前提下，通过积极主动的资产配置，力争获得超越业绩比较基准的收益。,0,"本基金的投资范围为具有良好流动性的金融工具，包括国内依法发行和上市交易的国债、政府支持机构债券、政府支持债券、金融债、地方政府债、企业债、公司债（含证券公司短期公司债券）、可分离交易可转债的纯债部分、央行票据、中期票据、短期融资券、超级短期融资券、资产支持证券、公开发行的次级债、债券回购、银行存款（包括协议存款、定期存款及其他银行存款）、同业存单、国债期货等法律法规或中国证监会允许基金投资的其他金融工具和货币市场工具（但须符合中国证监会的相关规定）。
    本基金不投资于股票，也不投资于可转换债券（可分离交易可转债的纯债部分除外）、可交换债券。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%；每个交易日日终在扣除国债期货合约需缴纳的交易保证金后，本基金持有现金或者到期日在一年以内的政府债券投资比例不低于基金资产净值的5%，其中现金不包括结算备付金、存出保证金及应收申购款等。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。",0,张雅洁,http://quote.cfi.cn/manager.aspx?jjjl=%e5%bc%a0%e9%9b%85%e6%b4%8120090101,,0
5086,6724,工银瑞信深证红利交易型开放式指数证券投资基金联接基金,工银深红利ETF联接C,GYSZHLETFLJC,2019-05-22,联接基金,0,工银瑞信基金管理有限公司,农业银行,,ETF联接基金,"主要投资本基金之目标ETF基金,采用指数化投资,紧密跟踪标的指数表现,追求跟踪偏离度和跟踪误差的最小化。",100,"本基金的投资范围包括:本基金管理人募集发行的以本基金标的指数为跟踪标的之交易型开放式指数证券投资基金即深证红利ETF(以下简称“目标ETF”)份额,标的指数成份股及其备选成份股、新股(一级市场首次发行或增发)、债券,权证、以及经中国证监会批准的允许本基金投资的其它金融工具。法律法规或监管机构以后允许基金投资的其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",1,赵栩,http://fund.eastmoney.com/manager/30136170.html,,0
5205,6856,银河丰泰3个月定期开放债券型发起式证券投资基金,银河丰泰,YHFT,2019-05-21,债券型,1509999000,银河基金管理有限公司,江苏银行股份有限公司,本基金根据中国证券监督管理委员会2018年12月21日《关于准予银河丰泰3个月定期开放债券型发起式证券投资基金注册的批复》(证监许可[2018]2126号)的注册，进行募集。本基金将自2019年5月9日至2019年5月31日公开发售。本基金的基金管理人：银河基金管理有限公司；基金托管人：江苏银行股份有限公司；注册登记机构：银河基金管理有限公司。,开放式(带固定封闭期),本基金在保持资产流动性以及严格控制风险的基础上，通过积极主动的投资管理，力争为持有人提供长期稳定的投资回报。,0,"本基金的投资范围主要为具有良好流动性的金融工具，包括国债、央行票据、金融债、地方政府债、企业债、公司债、中期票据、短期融资券、超短期融资券、资产支持证券、次级债、债券回购、同业存单、银行存款（包括协议存款、定期存款及其他银行存款）、货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具（但须符合中国证监会的相关规定）。
    本基金不投资于股票、权证，也不投资于可转换债券（含可分离交易可转债的纯债部分）、可交换债券。
    如法律法规或监管机构以后允许基金投资其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%，但在每次开放期开始前10个工作日、开放期及开放期结束后10个工作日的期间内，基金投资不受上述比例限制；本基金持有现金或者到期日在一年以内的政府债券投资比例合计不低于基金资产净值的5%，其中现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或中国证监会变更投资品种的投资比例限制，基金管理人在履行适当程序后，可以调整上述投资品种的投资比例。",10,张沛,http://quote.cfi.cn/manager.aspx?jjjl=%e5%bc%a0%e6%b2%9b20060101,,0
5394,7084,天治转型升级混合型证券投资基金,天治转型,TZZXSJHH,2019-05-21,混合型,319200000,天治基金管理有限公司,农业银行,,开放式,"本基金主要投资于转型升级主题相关股票,通过精选个股和严格的风险控制,力争为基金份额持有人获得超越业绩比较基准的收益。",100,"本基金的投资范围为具有良好流动性的金融工具,包括国内依法发行上市的股票(包括主板、中小板、创业板以及其他经中国证监会核准上市的股票)、债券(包括国债、地方政府债、金融债、企业债、公司债、次级债、可转换债券(含分离交易可转债)、央行票据、中期票据、短期融资券(含超短期融资券)、可交换债券)、资产支持证券、债券回购、银行存款(包括定期存款、协议存款、通知存款等)、同业存单、货币市场工具、衍生工具(权证、股指期货等)以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会的相关规定)。",100,胡耀文,http://fund.eastmoney.com/manager/30064918.html,,0
5462,7176,富国泓利纯债债券型发起式证券投资基金,富国泓利C,FGHLCZFQSC,2019-05-21,债券型,0,富国基金管理有限公司,中国银行,,开放式,"本基金在追求本金安全、保持资产流动性以及严格控制风险的基础上,通过积极主动的投资管理,力争为持有人提供较高的当期收益以及长期稳定的投资回报。",100,"本基金的投资范围主要为具有良好流动性的金融工具,包括国债、地方政府债、金融债、企业债、公司债、次级债、央行票据、中期票据、短期融资券(含超短期融资券)、中小企业私募债、资产支持证券、债券回购、银行存款(包括定期存款、协议存款、通知存款等)、同业存单、可分离交易可转债的纯债部分及其他货币市场工具以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会的相关规定)。
如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。
本基金不投资于股票、权证,也不投资于可转换债券、可交换债券。",0.01,武磊,http://fund.eastmoney.com/manager/30130983.html,,0
5518,7292,民生加银兴盈债券型证券投资基金,民生兴盈,MSXY,2019-05-21,债券型,207015377.1,民生加银基金管理有限公司,徽商银行股份有限公司,本基金的募集申请已获2019年4月3日中国证监会证监许可[2019]619号文注册。本基金将自2019年5月20日至2019年6月18日止公开发售。本基金的基金管理人：民生加银基金管理有限公司；基金托管人：徽商银行股份有限公司；注册登记机构：民生加银基金管理有限公司。,开放式,本基金在严格控制组合净值波动率的前提下，力争获得超越业绩比较基准的投资回报。,0,"本基金的投资范围主要包括债券（国债、地方政府债、金融债、企业债、公司债、央行票据、中期票据、短期融资券、超短期融资券、次级债）、资产支持证券、债券回购、银行存款（协议存款、通知存款以及定期存款等）、同业存单、现金以及法律法规或中国证监会允许基金投资的其他金融工具（但须符合中国证监会的相关规定）。
    本基金不投资于股票、权证，也不投资于可转换债券、可交换债券。
    基金的投资组合比例为：本基金对债券的投资比例不低于基金资产的80%；本基金持有现金或者到期日在一年以内的政府债券投资比例合计不低于基金资产净值的5%，前述现金不包括结算备付金、存出保证金、应收申购款等。
    如法律法规或监管机构以后允许基金投资的其他品种，基金管理人在履行适当程序后，可以将其纳入投资范围。",100,姚航,http://quote.cfi.cn/manager.aspx?jjjl=%e5%a7%9a%e8%88%aa20040101,,0
6170,160424,华安创业板50交易型开放式指数证券投资基金联接基金,华安50ETF联接C,HACYB50ETFLJC,2019-05-21,联接基金,0,华安基金管理有限公司,建设银行,,ETF联接基金,"通过投资于目标ETF,紧密跟踪标的指数,追求跟踪偏离度和跟踪误差最小化。
本基金的目标ETF为华安创业板50交易型开放式指数证券投资基金。",100,"本基金主要投资于目标ETF基金份额、标的指数成份股及其备选成份股,把接近全部的基金资产用于跟踪标的指数的表现。为更好地实现投资目标,本基金可少量投资于非成份股(包括中小板、创业板及其他经中国证监会核准上市的股票)、国债、金融债、企业债、公司债、地方政府债券、可转换债券(含分离交易可转债)、可交换债、央行票据、中期票据、短期融资券、超短期融资券、资产支持证券、债券回购、银行存款、股指期货、权证以及法律法规或中国证监会允许基金投资的其他金融工具(但须符合中国证监会相关规定)。本基金将根据法律法规的规定参与融资业务。如法律法规或监管机构以后允许基金投资其他品种,基金管理人在履行适当程序后,可以将其纳入投资范围。",1,许之彦,http://fund.eastmoney.com/manager/30044485.html,,0
5600,7446,中欧增强回报债券型证券投资基金(LOF),中欧强债C,ZOZQHBZQLOFC,2019-05-20,债券型,0,中欧基金管理有限公司,广发银行,,开放式,"在控制风险的基础上,力争为持有人创造稳定的当期收益和长期回报。",100,"本基金的投资范围为具有良好流动性的金融工具,包括国内依法发行上市的股票、债券、货币市场工具、权证、资产支持证券以及法律法规或中国证监会允许基金投资的其他金融工具。
本基金不直接从二级市场买入股票、权证等非固定收益类资产,但可以参与新股申购、股票增发,并可持有因可转债转股所形成的股票、持有股票所派发的权证和因投资可分离债券所产生的权证。
如法律法规或监管机构以后允许基金投资其他品种,本基金管理人在履行适当程序后,可以将其纳入投资范围。",0.01,赵国英,http://fund.eastmoney.com/manager/30588920.html,,0
